"main_data.PlantingPattern","Tree_type","Species","size_class","Tree_per_sq_30m","main_data.Enter_a_date","main_data.Country","main_data.Site_ID","main_data.Timeframe","main_data.Plot_ID","main_data.Plot_Type","main_data.Plot_Permanence","main_data.Resampling1","main_data.Resampling2","main_data.X_id","est_pl_dens"
"3x3","Present","Inga vera",">10cm",7,"2023-02-22","Mexico","901","Y0","901-2","Restoration","Permanent",0,0,229426361,100
"3x3","Present","Inga vera",">10cm",7,"2023-02-23","Mexico","349","Y0","349-2","Restoration","Permanent",0,0,229426516,100
"3x3","Present","Acacia collinsii",">10cm",1,"2023-02-23","Mexico","349","Y0","349-3","Restoration","Permanent",0,0,229426542,100
"3x3","Present","Inga edulis",">10cm",1,"2023-02-24","Mexico","350","Y0","350-2","Restoration","Permanent",0,0,229426624,100
"3x3","Present","Citrus x aurantiifolia",">10cm",1,"2023-02-23","Mexico","349","Y0","349-1","Restoration","Permanent",0,0,229426458,100
"3x3","Present","Inga vera",">10cm",7,"2023-02-24","Mexico","350","Y0","350-1","Restoration","Permanent",0,0,229426589,100
"3x4","Present","Vernonia patens",">10cm",5,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,0,228159634,75
"3x4","Present","Inga vera",">10cm",4,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,0,228159634,75
"3x4","Present","Inga edulis",">10cm",1,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,0,228159634,75
"3x4","Present","Eriobptrya Japonica","1-9.9cm",100,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,0,228160743,75
"3x4","Present","Coffea arabica","1-9.9cm",300,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,0,228160743,75
"3x4","Present","Vernonia patens",">10cm",8,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,0,228160743,75
"3x4","Present","Inga vera",">10cm",2,"2023-02-21","Mexico","878","Y0","878-3","Restoration","Permanent",0,0,228160743,75
"3x4","Present","Café","1-9.9cm",400,"2023-02-21","Mexico","878","Y0","878-2","Restoration","Permanent",0,0,228159634,75
"50cm above and below existing mangrove line in a zig zag formation. In areas where soils get inundated further inland, a further row of mangroves are planted in a 50cm pattern above the upper line of mangroves","Present","Avicenna Marina","1-9.9cm",300,"2022-11-26","UAE","488","Y0","R1","Restoration","Permanent",0,0,206438443,3600
"50cm above and below existing mangrove line in a zig zag formation. In areas where soils get inundated further inland, a further row of mangroves are planted in a 50cm pattern above the upper line of mangroves","Present","Avicenna Marina",">10cm",46,"2022-11-26","UAE","488","Y0","R1","Restoration","Permanent",0,0,206438443,3600
"Arbre planté en ligne tous les 2 mètres sur des cloisonnements tous les 5 mètres","Present","Prunus avium",">10cm",1,"2022-10-03",NA,"Chantilly","Y0","251-49","Restoration","Permanent",0,0,189469011,90
"Arbre planté en ligne tous les 2 mètres sur des cloisonnements tous les 5 mètres","Present","Prunus avium","1-9.9cm",100,"2022-10-03",NA,"Chantilly","Y0","251-49","Restoration","Permanent",0,0,189469011,90
"Arbre planté en ligne tous les 2 mètres sur des cloisonnements tous les 5 mètres","planted","Quercus robur","1-9.9cm",200,"2022-10-03",NA,"Chantilly","Y0","251-49","Restoration","Permanent",0,0,189469011,90
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","naturally_regenerating","Quercus","1-9.9cm",100,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","Present","Talia cordata",">10cm",3,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","Present","Quercus",">10cm",1,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","Present","Fagus silvatica",">10cm",2,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","Present","Carpinus betulus",">10cm",4,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","naturally_regenerating","Prunus avium","1-9.9cm",200,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","naturally_regenerating","Acer pseudoplatanus","1-9.9cm",600,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","naturally_regenerating","Carpinus betulus","1-9.9cm",300,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"Cette parcelle est dans un îlot qui n'a été pas touché' dont pas de plantation","Present","Acer pseudoplatanus",">10cm",12,"2022-10-04",NA,"Chantilly-51-3","Y0","3","Restoration","Permanent",0,0,190956247,0
"De 1.20 metros por 2 metros","Present","Crescentia cujete",">10cm",1,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Trichilia trifolia",">10cm",2,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Inga edulis","1-9.9cm",100,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Quercus skinneri benth",">10cm",1,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Lonchocarpus rugosus",">10cm",1,"2023-05-09","Mexico","1388","Y0","1388-1","Restoration","Permanent",0,0,238208617,375
"De 1.20 metros por 2 metros","Present","Cedrela odorata","1-9.9cm",100,"2023-05-09","Mexico","1388","Y0","1388-1","Restoration","Permanent",0,0,238208617,375
"De 1.20 metros por 2 metros","Present","Brosimum alicastrum","1-9.9cm",100,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Ficus petiolaris",">10cm",2,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Cedrela odorata",">10cm",5,"2023-05-09","Mexico","1388","Y0","1388-1","Restoration","Permanent",0,0,238208617,375
"De 1.20 metros por 2 metros","Present","Cedrela odorata",">10cm",1,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Inga edulis",">10cm",2,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Inga edulis","<1cm",900,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Trichilia trifolia",">10cm",3,"2023-05-09","Mexico","1388","Y0","1388-1","Restoration","Permanent",0,0,238208617,375
"De 1.20 metros por 2 metros","Present","Psidium guajava",">10cm",1,"2023-05-09","Mexico","1388","Y0","1388-2","Restoration","Permanent",0,0,238208874,375
"De 1.20 metros por 2 metros","Present","Ochroma pyramidale","<1cm",900,"2023-05-09","Mexico","1388","Y0","1388-1","Restoration","Permanent",0,0,238208617,375
"De 1.20 metros por 2 metros","Present","Inga edulis",">10cm",1,"2023-05-09","Mexico","1388","Y0","1388-1","Restoration","Permanent",0,0,238208617,375
"De 1.50 metros por 1.50 metros","Present","Lonchocarpus rugusus","1-9.9cm",100,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Ulmus mexicana",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Ficus petiolaris",">10cm",1,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Inga spuria",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Spondias mombin","1-9.9cm",100,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Inga edulis",">10cm",3,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Inga edulis",">10cm",4,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Diosphyros digyna",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Diosphyros digyna",">10cm",1,"2023-05-09","Mexico","1393","Y0","1393-2","Restoration","Permanent",0,0,238473118,400
"De 1.50 metros por 1.50 metros","Present","Ulmus mexicana",">10cm",3,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Anona macroprophyllata","1-9.9cm",100,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Trichilia trifolia","<1cm",900,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Trichilia trifolia",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Ulmus mexicana",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-2","Restoration","Permanent",0,0,238756327,400
"De 1.50 metros por 1.50 metros","Present","Guazuma ulmifolia",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-1","Restoration","Permanent",0,0,238475473,400
"De 1.50 metros por 1.50 metros","Present","Spondias mombin",">10cm",1,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Inga spuria","1-9.9cm",100,"2023-05-09","Mexico","1395","Y0","1395-2","Restoration","Permanent",0,0,238756327,400
"De 1.50 metros por 1.50 metros","Present","Ficus petiolaris",">10cm",1,"2023-05-09","Mexico","1393","Y0","1393-2","Restoration","Permanent",0,0,238473118,400
"De 1.50 metros por 1.50 metros","Present","Trichilia trifolia","1-9.9cm",100,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Diosphyros digyna","1-9.9cm",100,"2023-05-09","Mexico","1393","Y0","1393-2","Restoration","Permanent",0,0,238473118,400
"De 1.50 metros por 1.50 metros","Present","Hematoxylum campechianum",">10cm",1,"2023-05-09","Mexico","1395","Y0","1395-2","Restoration","Permanent",0,0,238756327,400
"De 1.50 metros por 1.50 metros","Present","Brosimum alicastrum",">10cm",1,"2023-05-09","Mexico","1393","Y0","1393-2","Restoration","Permanent",0,0,238473118,400
"De 1.50 metros por 1.50 metros","Present","Persea caerulea",">10cm",2,"2023-05-09","Mexico","1393","Y0","1393-2","Restoration","Permanent",0,0,238473118,400
"De 1.50 metros por 1.50 metros","Present","Quercus skinneri",">10cm",1,"2023-05-09","Mexico","1393","Y0","1393-1","Restoration","Permanent",0,0,238209936,400
"De 1.50 metros por 1.50 metros","Present","Ulmus mexicana",">10cm",2,"2023-05-09","Mexico","1393","Y0","1393-2","Restoration","Permanent",0,0,238473118,400
"De 1.50 metros por 2 metros","Present","Bursera simaruba","<1cm",900,"2023-05-09","Mexico","1394","Y0","1394-2","Restoration","Permanent",0,0,238752294,300
"De 1.50 metros por 2 metros","Present","Dyphysa americana",">10cm",1,"2023-05-09","Mexico","1394","Y0","1394-2","Restoration","Permanent",0,0,238752294,300
"De 1.50 metros por 2 metros","Present","Spondia mombin",">10cm",1,"2023-05-09","Mexico","1394","Y0","1394-2","Restoration","Permanent",0,0,238752294,300
"De 1.50 metros por 2 metros","Present","Enterolobium cyclocarpum",">10cm",1,"2023-05-09","Mexico","1394","Y0","1394-2","Restoration","Permanent",0,0,238752294,300
"De 1.50 metros por 2 metros","Present","Anona macroprophyllata","1-9.9cm",100,"2023-05-09","Mexico","1394","Y0","1394-2","Restoration","Permanent",0,0,238752294,300
"De 1.50 metros por 2 metros","Present","Anona macroprophyllata",">10cm",5,"2023-05-09","Mexico","1394","Y0","1394-2","Restoration","Permanent",0,0,238752294,300
"De 2 metros por 1.50","Present","Litsea glausescens",">10cm",4,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Persea caerulea",">10cm",1,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Inga spuria","1-9.9cm",200,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Inga spuria",">10cm",7,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Litsea glausescens","1-9.9cm",100,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Quercus rugosa nee",">10cm",2,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Muntingia calabura",">10cm",1,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50","Present","Sapindus saponaria",">10cm",3,"2023-05-03","Mexico","1404","Y0","1404-3","Restoration","Permanent",0,0,238761778,300
"De 2 metros por 1.50 metros","Present","Pinus oocarpa",">10cm",2,"2023-05-04","Mexico","1410","Y0","1410-4","Restoration","Permanent",0,0,238477042,300
"De 2 metros por 1.50 metros","Present","Persea caerulea",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-4","Restoration","Permanent",0,0,238477042,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito",">10cm",2,"2023-05-04","Mexico","1410","Y0","1410-4","Restoration","Permanent",0,0,238477042,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",9,"2023-05-04","Mexico","1410","Y0","1410-4","Restoration","Permanent",0,0,238477042,300
"De 2 metros por 1.50 metros","Present","Persea caerulea","1-9.9cm",1100,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Crescentia cujete",">10cm",1,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Persea caerulea","<1cm",900,"2023-05-04","Mexico","1410","Y0","1410-5","Restoration","Permanent",0,0,238476056,300
"De 2 metros por 1.50 metros","Present","Diospyros digyna","1-9.9cm",100,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",3,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Sapindus saponaria","1-9.9cm",100,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Pinus oocarpa",">10cm",3,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Malpigia glabra",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-5","Restoration","Permanent",0,0,238476056,300
"De 2 metros por 1.50 metros","Present","Eriobotrya japonica",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-5","Restoration","Permanent",0,0,238476056,300
"De 2 metros por 1.50 metros","Present","Inga jinicuil",">10cm",2,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Inga spuria","1-9.9cm",800,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Tabebuia  donnell-smithii",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Psidium sartorianum",">10cm",1,"2023-05-04","Mexico","1407","Y0","1407-2","Restoration","Permanent",0,0,238484460,300
"De 2 metros por 1.50 metros","Present","Quercus rugosa nee",">10cm",5,"2023-05-04","Mexico","1410","Y0","1410-2","Restoration","Permanent",0,0,238478406,300
"De 2 metros por 1.50 metros","Present","Quercus rugosa nee","1-9.9cm",200,"2023-05-03","Mexico","1404","Y0","1404-2","Restoration","Permanent",0,0,238722174,300
"De 2 metros por 1.50 metros","Present","Bursera copallifera",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",6,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Persea caerulea","1-9.9cm",100,"2023-05-03","Mexico","1401","Y0","1401-1","Restoration","Permanent",0,0,238724237,300
"De 2 metros por 1.50 metros","Present","Inga spuria","1-9.9cm",300,"2023-05-03","Mexico","1401","Y0","1401-1","Restoration","Permanent",0,0,238724237,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",3,"2023-05-04","Mexico","1410","Y0","1410-5","Restoration","Permanent",0,0,238476056,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito",">10cm",2,"2023-05-04","Mexico","1410","Y0","1410-1","Restoration","Permanent",0,0,238477911,300
"De 2 metros por 1.50 metros","Present","Malpigia glabra","1-9.9cm",100,"2023-05-04","Mexico","1407","Y0","1407-1","Restoration","Permanent",0,0,238139120,300
"De 2 metros por 1.50 metros","Present","Diphysa americana","1-9.9cm",100,"2023-05-04","Mexico","1407","Y0","1407-2","Restoration","Permanent",0,0,238484460,300
"De 2 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Persea caerulea","1-9.9cm",100,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito","1-9.9cm",200,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Inga spuria","1-9.9cm",100,"2023-05-04","Mexico","1407","Y0","1407-1","Restoration","Permanent",0,0,238139120,300
"De 2 metros por 1.50 metros","Present","Crhysopyllum cainito",">10cm",3,"2023-05-04","Mexico","1410","Y0","1410-5","Restoration","Permanent",0,0,238476056,300
"De 2 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Sapindus saponaria",">10cm",1,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Platymisciun dimorphandrum",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Pinus oocarpa",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-2","Restoration","Permanent",0,0,238478406,300
"De 2 metros por 1.50 metros","Present","Sapindus saponaria",">10cm",3,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Inga spuria","<1cm",900,"2023-05-04","Mexico","1410","Y0","1410-1","Restoration","Permanent",0,0,238477911,300
"De 2 metros por 1.50 metros","Present","Persea caerulea",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Sapindus saponaria",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Brosimum alicastrum","<1cm",900,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-2","Restoration","Permanent",0,0,238478406,300
"De 2 metros por 1.50 metros","Present","Muntingia calabura",">10cm",2,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-2","Restoration","Permanent",0,0,238478406,300
"De 2 metros por 1.50 metros","Present","Ficus petiolaris","1-9.9cm",100,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Diphysa americana",">10cm",2,"2023-05-04","Mexico","1407","Y0","1407-1","Restoration","Permanent",0,0,238139120,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",12,"2023-05-04","Mexico","1407","Y0","1407-2","Restoration","Permanent",0,0,238484460,300
"De 2 metros por 1.50 metros","Present","Diphysa americana",">10cm",1,"2023-05-04","Mexico","1407","Y0","1407-2","Restoration","Permanent",0,0,238484460,300
"De 2 metros por 1.50 metros","Present","Quercus rugosa nee",">10cm",1,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Inga spuria","<1cm",900,"2023-05-03","Mexico","1401","Y0","1401-1","Restoration","Permanent",0,0,238724237,300
"De 2 metros por 1.50 metros","Present","Quercus rugosa nee",">10cm",6,"2023-05-03","Mexico","1404","Y0","1404-2","Restoration","Permanent",0,0,238722174,300
"De 2 metros por 1.50 metros","Present","Chiranthodendron pentadactylon",">10cm",1,"2023-05-04","Mexico","1407","Y0","1407-2","Restoration","Permanent",0,0,238484460,300
"De 2 metros por 1.50 metros","Present","Persea caerulea",">10cm",1,"2023-05-03","Mexico","1401","Y0","1401-1","Restoration","Permanent",0,0,238724237,300
"De 2 metros por 1.50 metros","Present","Sapindus saponaria",">10cm",1,"2023-05-03","Mexico","1404","Y0","1404-2","Restoration","Permanent",0,0,238722174,300
"De 2 metros por 1.50 metros","Present","Inga spuria","1-9.9cm",100,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Muntingia calabura",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito","1-9.9cm",100,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",4,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Persea caerulea",">10cm",1,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",5,"2023-05-03","Mexico","1401","Y0","1401-1","Restoration","Permanent",0,0,238724237,300
"De 2 metros por 1.50 metros","Present","Manilkara zapota",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito",">10cm",2,"2023-05-04","Mexico","1410","Y0","1410-2","Restoration","Permanent",0,0,238478406,300
"De 2 metros por 1.50 metros","Present","Ficus petiolaris",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",15,"2023-05-04","Mexico","1407","Y0","1407-1","Restoration","Permanent",0,0,238139120,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito",">10cm",6,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Ulmus mexicana",">10cm",2,"2023-05-04","Mexico","1410","Y0","1410-5","Restoration","Permanent",0,0,238476056,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",3,"2023-05-03","Mexico","1404","Y0","1404-1","Restoration","Permanent",0,0,238723331,300
"De 2 metros por 1.50 metros","Present","Persea caerulea",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Malpigia glabra",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Inga edulis",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",7,"2023-05-04","Mexico","1410","Y0","1410-1","Restoration","Permanent",0,0,238477911,300
"De 2 metros por 1.50 metros","Present","Hematoxilum campechianum","1-9.9cm",300,"2023-05-04","Mexico","1410","Y0","1410-3","Restoration","Permanent",0,0,238477539,300
"De 2 metros por 1.50 metros","Present","Persea caerulea","<1cm",900,"2023-05-03","Mexico","1401","Y0","1401-2","Restoration","Permanent",0,0,238720602,300
"De 2 metros por 1.50 metros","Present","Heamatoxylum campechianum",">10cm",1,"2023-05-04","Mexico","1407","Y0","1407-1","Restoration","Permanent",0,0,238139120,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",2,"2023-05-04","Mexico","1406","Y0","1406-1","Restoration","Permanent",0,0,238485882,300
"De 2 metros por 1.50 metros","Present","Quercus rugosa nee",">10cm",3,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Brosimum alicastrum",">10cm",2,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Inga spuria",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Diospyros digyna",">10cm",1,"2023-05-04","Mexico","1406","Y0","1406-2","Restoration","Permanent",0,0,238485198,300
"De 2 metros por 1.50 metros","Present","Chrysophyllum cainito","1-9.9cm",100,"2023-05-04","Mexico","1410","Y0","1410-1","Restoration","Permanent",0,0,238477911,300
"De 2 metros por 1.50 metros","Present","Pinus oocarpa",">10cm",3,"2023-05-04","Mexico","1405","Y0","1405-2","Restoration","Permanent",0,0,238486481,300
"De 2 metros por 1.50 metros","Present","Strax argenteus",">10cm",1,"2023-05-04","Mexico","1410","Y0","1410-1","Restoration","Permanent",0,0,238477911,300
