datasetTitle,datasetKey,type,hostingOrganization,hostingOrganizationKey,publishingOrganization,publishingOrganizationKey,publishingCountry,country_name
Global Register of Introduced and Invasive Species – South Georgia and the South Sandwich Islands,43fdafb4-67ff-43b4-92d0-01c7f938be0f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Georgia and the South Sandwich Islands
Global Register of Introduced and Invasive Species – Korea (Democratic People's Republic of),8ce42176-127f-4b50-8339-97eafb2486a9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Korea (Democratic People's Republic of)
Global Register of Introduced and Invasive Species - Saint Martin (French part),19c4f3c3-597d-4ef5-adaa-fc09e2b70561,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Saint Martin (French part)
Global Register of Introduced and Invasive Species - French Guiana,87e29a00-b9e6-4acf-b187-abcaaf070467,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,French Guiana
"Global Register of Introduced and Invasive Species – Ascension Island, Saint Helena, Ascension and Tristan da Cunha",d34f596f-0e3c-443b-a648-ca0479af8bf0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Ascension Island, Saint Helena, Ascension and Tristan da Cunha"
Global Register of Introduced and Invasive Species – British Indian Ocean Territory,309cbe80-0be8-4196-a3d0-93f338e7cc4e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,British Indian Ocean Territory
Global Register of Introduced and Invasive Species - Montserrat,b18767ad-2b44-40f6-b1e7-4199cbbc7a4f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Montserrat
Global Register of Introduced and Invasive Species - French Polynesia,9fd43cf4-d96f-4f78-be0d-496ec81059b4,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,French Polynesia
"Global Register of Introduced and Invasive Species – Tristan da Cunha, Saint Helena, Ascension and Tristan da Cunha",b491e505-0de3-40fc-827b-19a78d67055b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Tristan da Cunha, Saint Helena, Ascension and Tristan da Cunha"
"Global Register of Introduced and Invasive Species – Saint Helena, Saint Helena, Ascension and Tristan da Cunha",6dc163b3-79fb-4090-9dc9-0730d630bc91,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Saint Helena, Saint Helena, Ascension and Tristan da Cunha"
Global Register of Introduced and Invasive Species - Monaco,fbba79dc-ca5b-47ab-9a88-9bdf15a1d11f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Monaco
Global Register of Introduced and Invasive Species - South Sudan,a52633e8-8bc2-46a4-ab54-723af0ac24d0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Sudan
Global Register of Introduced and Invasive Species - Andorra,016c16c3-d907-4c88-97dd-97ad62c8130e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Andorra
Global Register of Introduced and Invasive Species - State of Palestine,1638ae64-d657-4aca-b970-50f469fe81aa,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,State of Palestine
Global Register of Introduced and Invasive Species - Eritrea,9aa43311-1414-4bae-a242-c1affe300690,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Eritrea
Global Register of Introduced and Invasive Species - Niger,9be328f1-d274-4e27-974b-4663ce0903d2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Niger
Global Register of Introduced and Invasive Species - Guinea-Bissau,eba9e464-3ad5-4896-9076-2d9a62494b2e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bissau
Global Register of Introduced and Invasive Species - Somalia,c0d03d85-e50c-44b9-af32-d860a8fd58c8,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Somalia
Global Register of Introduced and Invasive Species - Jordan,cbd5726e-b5b7-4a1a-af70-0bc4a842aa2b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Jordan
Global Register of Introduced and Invasive Species - Tajikistan,ca2270c9-0a06-45f0-b845-6fe7fb1d586c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tajikistan
Global Register of Introduced and Invasive Species - Djibouti,9291f33c-8cd3-45b0-b840-d460ef88c155,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Djibouti
Global Register of Introduced and Invasive Species - Mali,b618b6dd-0294-4ca6-af5b-1739d633e4af,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Mali
Global Register of Introduced and Invasive Species - Gambia,a0c837d7-8db6-45d1-84ae-af2bf7c90e46,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Gambia
Global Register of Introduced and Invasive Species - Oman,ade7d714-7921-4cb4-a961-c93081c90131,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Oman
Global Register of Introduced and Invasive Species - North Macedonia,69449228-b89e-4302-9ba6-c840997bfebc,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,North Macedonia
Global Register of Introduced and Invasive Species - Kuwait,eb3de39f-9dab-48b0-b5ed-454cb01cac1c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Kuwait
Global Register of Introduced and Invasive Species - Benin,babc7551-a940-4beb-a43b-bc986edd03bf,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Benin
Global Register of Introduced and Invasive Species - Liberia,b4247768-7a3d-4d4d-83b6-9f99be6ee562,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Liberia
Global Register of Introduced and Invasive Species - Togo,bd5ac264-bc88-4ee8-8fbb-e16247e1119c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Togo
Global Register of Introduced and Invasive Species - Guinea,142d00e3-09c2-4556-8100-c869ec55c490,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Guinea
Global Register of Introduced and Invasive Species - Sierra Leone,0367838c-18e9-459b-a45e-54e08982c2ca,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Sierra Leone
Global Register of Introduced and Invasive Species - Montenegro,b4f2aa67-c64a-4ba4-a665-ce8c4bff5beb,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Montenegro
Global Register of Introduced and Invasive Species - Gabon,491237d0-ea65-44e9-b8e5-9cdccf8dfc23,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Gabon
Global Register of Introduced and Invasive Species - Lesotho,170628a2-26c6-49e4-8f73-13c282163298,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Lesotho
Global Register of Introduced and Invasive Species - Côte d'Ivoire,aa713c13-f522-4381-9729-7ae29bb4620f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Côte d'Ivoire
Global Register of Introduced and Invasive Species - Cabo Verde,4c575729-705c-47b8-adad-f1f2410395aa,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cabo Verde
Global Register of Introduced and Invasive Species - Saint Vincent and the Grenadines,bba03061-2924-4716-a3e8-8b8c268cfb89,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Saint Vincent and the Grenadines
Global Register of Introduced and Invasive Species - Grenada,4eaf645b-5116-4eeb-bc48-29d5ffa5461e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Grenada
Global Register of Introduced and Invasive Species - Botswana,1a98ef74-885b-403b-8337-e530493c8cc2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Botswana
Global Register of Introduced and Invasive Species - Uruguay,337e0ed1-e829-476c-9dfa-9a54ea9af1fd,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uruguay
Global Register of Introduced and Invasive Species - Ghana,0c26bdd0-7641-42e5-a7de-d62217b28953,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Ghana
Global Register of Introduced and Invasive Species - Finland,b79c5ba3-d447-4a73-bcbf-557f3241eeb2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Finland
Global Register of Introduced and Invasive Species - Liechtenstein,5f6eb04e-24a8-4616-9214-0202c6167ad9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Liechtenstein
Global Register of Introduced and Invasive Species - Nigeria,1e049ac8-c0af-4ffe-aa7e-48a443c94635,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Nigeria
Global Register of Introduced and Invasive Species - Bangladesh,20ec7a58-e20f-451b-9a00-4edc25d588f3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bangladesh
Global Register of Introduced and Invasive Species - Kyrgyzstan,d893c53b-a6b3-4e43-829f-fcd0cbb9bad3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Kyrgyzstan
Global Register of Introduced and Invasive Species - Senegal,11f97e2c-f887-4af8-8e13-861cbab23915,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Senegal
Global Register of Introduced and Invasive Species - Brunei Darussalam,3e4a9e27-157e-41e6-8ffd-2ad5b8b34fed,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Brunei Darussalam
Global Register of Introduced and Invasive Species - Bermuda,b6a3a56d-6000-4c77-ac49-3f45d381bffa,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bermuda
Global Register of Introduced and Invasive Species - Belize,bfee7c90-f429-4a53-b7d8-227bef85ff39,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Belize
Global Register of Introduced and Invasive Species - Pakistan,8a73c1ea-82bb-4ada-bb69-d17b73e4719a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Pakistan
Global Register of Introduced and Invasive Species - Uzbekistan,498fc188-a018-4133-808c-6302e80c68b9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uzbekistan
Global Register of Introduced and Invasive Species - Cambodia,5dc177e0-4651-4ea1-8133-3687fffc963c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cambodia
Global Register of Introduced and Invasive Species - Cameroon,d47f153b-bab2-4cca-8dfa-ec3098d8c55d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cameroon
Global Register of Introduced and Invasive Species - Thailand,c98ad48e-d449-4e52-90fe-9bb189799131,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Thailand
Global Register of Introduced and Invasive Species - Iraq,cc602af7-0477-4179-a797-4a0c74fe9934,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Iraq
Global Register of Introduced and Invasive Species - Uganda,3826508e-9461-42ab-b3c9-a327efa57a23,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
Global Register of Introduced and Invasive Species - Bhutan,6c8f4307-6759-41d8-bf15-3ff5773aa51f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bhutan
Global Register of Introduced and Invasive Species - Trinidad and Tobago,15a62570-58d3-4423-97d0-c8159318db07,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Trinidad and Tobago
Global Register of Introduced and Invasive Species - Barbados,723d7003-acdb-44b0-be0e-1c589aaa7d90,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Barbados
Global Register of Introduced and Invasive Species - Morocco,3d2aae09-7b89-45f1-a339-c7019862d803,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Morocco
Global Register of Introduced and Invasive Species - Dominica,a3b0b3f0-17c8-42d2-af2f-be16f1e5dcb6,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Dominica
Global Register of Introduced and Invasive Species - Tunisia,e2ec65d2-1ff9-4aac-ba2e-33b6fcba31f9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tunisia
Global Register of Introduced and Invasive Species - Burkina Faso,a1651f19-dec4-42ba-9f53-ca15bc3071d5,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Burkina Faso
Global Register of Introduced and Invasive Species - Guyana,23ab48b2-3732-466d-b318-1ee1ef789d85,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Guyana
Global Register of Introduced and Invasive Species - Hungary,9560647c-14bf-46af-b1f3-0525c2f8a53d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Hungary
Global Register of Introduced and Invasive Species - Bahamas,a9b698f5-bc51-47a3-9105-66db48e5f426,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bahamas
Global Register of Introduced and Invasive Species - Chad,96b68c0f-0fce-4301-a789-cad7b9049a5e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Chad
Global Register of Introduced and Invasive Species - Rwanda,46dfe0f7-0121-494b-97ba-88017948efa5,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Rwanda
Global Register of Introduced and Invasive Species - Maldives,ef827675-98c0-4e63-aab7-18748e61fb12,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Maldives
Global Register of Introduced and Invasive Species - Zambia,54cee6f0-1e40-4e12-9191-16331c1b61ec,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Zambia
Global Register of Introduced and Invasive Species - Burundi,5149ebfa-3873-4b11-8acb-3940303c793f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Burundi
Global Register of Introduced and Invasive Species - Albania,506e844e-5d60-4be5-a5a0-59e822a5f477,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Albania
Global Register of Introduced and Invasive Species - Kenya,68c1fc2d-4b61-4e88-b9f1-d086ce9a8ffd,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Kenya
Global Register of Introduced and Invasive Species - Serbia,7d22d94b-61e5-4d34-9156-eeddd2cd5f59,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Serbia
Global Register of Introduced and Invasive Species - Syrian Arab Republic,fc7caddf-3fbc-4ee5-b99a-2518e93ce579,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Syrian Arab Republic
Global Register of Introduced and Invasive Species - Nepal,9cfd5f70-968c-4690-94ef-834f01b0cea8,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Nepal
Global Register of Introduced and Invasive Species - Angola,8e77944c-d207-49ae-8f9d-d674853a09fc,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Angola
Global Register of Introduced and Invasive Species - Panama,623d3b11-c96a-48b7-a31f-eeaa4f7e327e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Panama
Global Register of Introduced and Invasive Species - Namibia,ed581dc4-7008-4116-95a1-060b4c305d79,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Namibia
Global Register of Introduced and Invasive Species - Iran,161b4964-f1ff-461a-ab82-970c61f90b19,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Iran
Global Register of Introduced and Invasive Species - Laos,cb587c48-7c65-41a0-a8aa-e568584a1400,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Laos
Global Register of Introduced and Invasive Species - Eswatini (Swaziland),5c648b65-631c-4978-9d4e-a3e6f93663f2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Eswatini (Swaziland)
Global Register of Introduced and Invasive Species - Bolivia,61d9f253-6635-4bdf-a13b-948d499bbce1,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bolivia
Global Register of Introduced and Invasive Species - Jamaica,2001dd74-2069-43cf-95e4-1f9b39238a1b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Jamaica
Global Register of Introduced and Invasive Species - Vietnam,543c8dbe-d386-4f87-8125-3a0ebd7784a4,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Vietnam
Global Register of Introduced and Invasive Species - Malaysia,7a62e189-0e05-45c4-aabe-320d001ed31b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Malaysia
Global Register of Introduced and Invasive Species - Armenia,72e7aab4-aa85-4fcf-b95e-3d835d3e408a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Armenia
Global Register of Introduced and Invasive Species - Timor-Leste,46d612a6-90b3-4f50-8b9a-a290d1780b76,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Leste
Global Register of Introduced and Invasive Species - Venezuela,1203ae3c-5ab1-4232-a083-43d6f89179a2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Venezuela
