"Species","matched_name2","score","data_source_title"
"Trema orientale","Trema orientale",NA,"Manual validation"
"Syzygium","Syzygium",0.75,"Tropicos - Missouri Botanical Garden"
"Philippia madagascariensis","Philippia madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Dillenia philippinensis","Dillenia philippinensis",0.988,"Tropicos - Missouri Botanical Garden"
"Leea","Leea",0.75,"Tropicos - Missouri Botanical Garden"
"Simarouba","Simarouba",0.75,"The International Plant Names Index"
"Quercus sapotifolia","Quercus sapotifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Buddleja madagascariensis","Buddleja madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Cnestis polyphylla","Cnestis polyphylla",0.988,"Tropicos - Missouri Botanical Garden"
"Olax glabriflora","Olax glabriflora",0.988,"Tropicos - Missouri Botanical Garden"
"Asplenium pellucidum","Asplenium pellucidum",0.988,"Tropicos - Missouri Botanical Garden"
"Fucus","Fucus",0.75,"Tropicos - Missouri Botanical Garden"
"Erica","Erica",0.75,"The International Plant Names Index"
"Psidium guajaba","Psidium guajava",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia donell-smithii","Tabebuia donnell-smithii",0.75,"Tropicos - Missouri Botanical Garden"
"Callistemon sp","Callistemon",0.75,"Tropicos - Missouri Botanical Garden"
"Musa paradisica","Musa paradisiaca",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus sp","Citrus",0.75,"Tropicos - Missouri Botanical Garden"
"Eysenhardtia sp","Eysenhardtia",0.75,"Tropicos - Missouri Botanical Garden"
"Astronium sp","Astronium",0.75,"Tropicos - Missouri Botanical Garden"
"Ulmus sp","Ulmus",0.75,"Tropicos - Missouri Botanical Garden"
"Sapindus sp","Sapindus",0.75,"Tropicos - Missouri Botanical Garden"
"Tapirira sp","Tapirira",0.75,"Tropicos - Missouri Botanical Garden"
"Anona muricata","Annona muricata",0.75,"Tropicos - Missouri Botanical Garden"
"Cryosophia nana","Cryosophila nana",0.75,"Tropicos - Missouri Botanical Garden"
"Annona muriatica","Annona myristica",0.75,"Tropicos - Missouri Botanical Garden"
"Tebebuia donell-smithii","Tabebuia donnell-smithii",0.75,"Tropicos - Missouri Botanical Garden"
"Brosimum sp","Brosimum",0.75,"Tropicos - Missouri Botanical Garden"
"Bursera sp","Bursera",0.75,"Tropicos - Missouri Botanical Garden"
"Croton lechleri Muell-Arg.","Croton lechleri",0.997,"Tropicos - Missouri Botanical Garden"
"stemmadenia galeottiana","Stemmadenia galeottiana",0.988,"Tropicos - Missouri Botanical Garden"
"luehea candida","Luehea candida",0.988,"Tropicos - Missouri Botanical Garden"
"Bunchosia sp","Bunchosia",0.75,"Tropicos - Missouri Botanical Garden"
"Swietenia macrophyla","Swietenia macrophylla",0.75,"Tropicos - Missouri Botanical Garden"
"Pouteria zapote","Pouteria",0.75,"Tropicos - Missouri Botanical Garden"
"Cerdrela odorata","Cedrela odorata",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus carica L.","Ficus carica",0.999,"Tropicos - Missouri Botanical Garden"
"Ulmus Mexicana","Ulmus",0.75,"Tropicos - Missouri Botanical Garden"
"Ochroma Pyramidale","Ochroma pyramidale",0.988,"The International Plant Names Index"
"Spondias Mombin","Spondias",0.75,"The International Plant Names Index"
"Cecropia Obtusifolia","Cecropia obtusifolia",0.988,"The International Plant Names Index"
"Cordia Alliodora","Cordia alliodora",0.988,"The International Plant Names Index"
"Cupania Dentata","Cupania",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia Coulteri","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Alnus Jorullensis","Alnus jorullensis",0.988,"The International Plant Names Index"
"Cotinus Coggyria","Cotinus",0.75,"The International Plant Names Index"
"Quercus castania nee","Quercus castanea",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus spp","Citrus",0.75,"Tropicos - Missouri Botanical Garden"
"Inga verq","Inga vera",0.75,"Tropicos - Missouri Botanical Garden"
"Inga vera 5","Inga vera",0.988,"Tropicos - Missouri Botanical Garden"
"Citrus sinensis osbeck","Citrus sinensis",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vers","Inga vera",0.75,"Tropicos - Missouri Botanical Garden"
"Psittacanthus Mayanus","Psittacanthus",0.75,"Tropicos - Missouri Botanical Garden"
"Ceiba Erianthos","Ceiba",0.75,"Tropicos - Missouri Botanical Garden"
"Aphananthe Monoica","Aphananthe",0.75,"The International Plant Names Index"
"Sideroxylon Palmeri","Sideroxylon",0.75,"Tropicos - Missouri Botanical Garden"
"Ardisia Escallonoides","Ardisia",0.75,"Tropicos - Missouri Botanical Garden"
"Inga Vera Willd","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Inga Vera","Inga vera",0.988,"The International Plant Names Index"
"Zanthoxylum Rhoifolium","Zanthoxylum rhoifolium",0.988,"The International Plant Names Index"
"Persea Caerulea","Persea",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus Máxima","Ficus",0.75,"Tropicos - Missouri Botanical Garden"
"Lonchocarpus Rugosus","Lonchocarpus rugosus",0.988,"The International Plant Names Index"
"Lantana cámara","Lantana camara",0.988,"The International Plant Names Index"
"Lauros nobilis","Laurus nobilis",0.75,"Tropicos - Missouri Botanical Garden"
"Capsicum annum","Capsicum annuum",0.75,"Tropicos - Missouri Botanical Garden"
"Ternstremia sylvatica","Ternstroemia sylvatica",0.75,"Tropicos - Missouri Botanical Garden"
"Ternstremia luquillensis","Ternstroemia luquillensis",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus x aurantifolia","Citrus aurantifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus plantae","Quercus",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus myrtaceae","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Cubanola Domingensis","Cubanola",0.75,"The International Plant Names Index"
"Piper Nigrum","Piper",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus Petiolaris","Ficus petiolaris",0.988,"The International Plant Names Index"
"Heliocarpus Donnellsmithii","Heliocarpus",0.75,"The International Plant Names Index"
"Celtis Laevigata","Celtis laevigata",0.988,"The International Plant Names Index"
"Tapirira Guianensis","Tapirira guianensis",0.988,"The International Plant Names Index"
"Ficus Maxima","Ficus",0.75,"Tropicos - Missouri Botanical Garden"
"Cecropia Spp","Cecropia",0.75,"Tropicos - Missouri Botanical Garden"
"Tabernaemontana Donnellsmithii","Tabernaemontana",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia Melanoxylon","Acacia melanoxylon",0.988,"The International Plant Names Index"
"Hymenaea Courbail","Hymenaea",0.75,"Tropicos - Missouri Botanical Garden"
"Guazuma Ulmifolia","Guazuma ulmifolia",0.988,"The International Plant Names Index"
"Drimys Winteri","Drimys winteri",0.988,"The International Plant Names Index"
"Astronium Graveolens","Astronium graveolens",0.988,"The International Plant Names Index"
"Hintonia Latiflora","Hintonia",0.75,"The International Plant Names Index"
"Lonicera Xylosteum","Lonicera xylosteum",0.75,"Tropicos - Missouri Botanical Garden"
"Hymenolobium Mesoamericanum","Hymenolobium",0.75,"The International Plant Names Index"
"Inga Pavoniana","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Esenbeckia Flava","Esenbeckia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia Glomerosa","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Vatairea Lundellii","Vatairea",0.75,"The International Plant Names Index"
"Pseudobombax Ellipticum","Pseudobombax ellipticum",0.988,"The International Plant Names Index"
"Ficus Pertusa","Ficus",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus Carica L","Ficus",0.75,"Tropicos - Missouri Botanical Garden"
"Plumeria Rubra","Plumeria rubra",0.988,"The International Plant Names Index"
"Leucaena Leucocephala","Leucaena leucocephala",0.988,"The International Plant Names Index"
"Eugenia Acapulcensis","Eugenia",0.75,"Tropicos - Missouri Botanical Garden"
"Cecropia obtussifolia","Cecropia obtusifolia",0.75,"Tropicos - Missouri Botanical Garden"
"Arbutus Xalapensis","Arbutus xalapensis",0.988,"The International Plant Names Index"
"piper Nirum","Piper",0.75,"Tropicos - Missouri Botanical Garden"
"Haematoxylum Brasiletto","Haematoxylum",0.75,"Tropicos - Missouri Botanical Garden"
"Ceiba Aesculifolia","Ceiba",0.75,"Tropicos - Missouri Botanical Garden"
"Persea schideana","Persea schiedeana",0.75,"Tropicos - Missouri Botanical Garden"
"Palma de zollamiche","Palma",0.75,"Tropicos - Missouri Botanical Garden"
"Anphipterygium adstringens","Amphipterygium adstringens",0.75,"Tropicos - Missouri Botanical Garden"
"Manilkora zapota","Manilkara zapota",0.75,"Tropicos - Missouri Botanical Garden"
"Schizolobium sp","Schizolobium",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia donell-smithiii","Tabebuia donnell-smithii",0.75,"Tropicos - Missouri Botanical Garden"
"Chamaedora elegans","Chamaedorea elegans",0.75,"Tropicos - Missouri Botanical Garden"
"Crataegus sp","Crataegus",0.75,"Tropicos - Missouri Botanical Garden"
"Ceiba sp","Ceiba",0.75,"Tropicos - Missouri Botanical Garden"
"Manilcara zapota","Manilkara zapota",0.75,"Tropicos - Missouri Botanical Garden"
"Catalpa Longissima","Catalpa longissima",0.988,"Tropicos - Missouri Botanical Garden"
"Prunus sp","Prunus",0.75,"Tropicos - Missouri Botanical Garden"
"Ardisia sp","Ardisia",0.75,"Tropicos - Missouri Botanical Garden"
"Cinchona sp","Cinchona",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia sp","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Litsea sp","Litsea",0.75,"Tropicos - Missouri Botanical Garden"
"bonellia macrocarpa","Bonellia macrocarpa",0.988,"Tropicos - Missouri Botanical Garden"
"Leuhea candida","Luehea candida",0.75,"Tropicos - Missouri Botanical Garden"
"Buchosia sp","Buchosia",0.75,"Tropicos - Missouri Botanical Garden"
"Dalbergia Granadillo","Dalbergia",0.75,"Tropicos - Missouri Botanical Garden"
"Coulteria Velutina","Coulteria",0.75,"The International Plant Names Index"
"Coffe arábica","Coffea arabica",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia Cornigera","Acacia cornigera",0.988,"The International Plant Names Index"
"Euphorbia Tanquahuete","Euphorbia",0.75,"Tropicos - Missouri Botanical Garden"
"Casearia Corymbosa","Casearia",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea arábica","Coffea arabica",0.988,"The International Plant Names Index"
"Cassia Grandis","Cassia",0.75,"Tropicos - Missouri Botanical Garden"
"Inga Jinicuil","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Heliocarpus Appendiculatus","Heliocarpus",0.75,"The International Plant Names Index"
"Perymenium Grande","Perymenium grande",0.988,"The International Plant Names Index"
"Coffea arábigo","Coffea arabica",0.75,"Tropicos - Missouri Botanical Garden"
"Hevea sp","Hevea",0.75,"Tropicos - Missouri Botanical Garden"
"Cedrela Lorata","Cedrela",0.988,"Tropicos - Missouri Botanical Garden"
"Alstonia Longifolia","Alstonia longifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Simarouba Glauca","Simarouba",0.75,"The International Plant Names Index"
"Hamelia Patens","Hamelia patens",0.988,"The International Plant Names Index"
"Pinus maximinoii","Pinus maximinoi",0.75,"Tropicos - Missouri Botanical Garden"
"Calophyllum Brasiliense","Calophyllum brasiliense",0.988,"The International Plant Names Index"
"Zhantoxylum rhoifolium","Zanthoxylum rhoifolium",0.75,"Tropicos - Missouri Botanical Garden"
"Dendropanax sp","Dendropanax",0.75,"Tropicos - Missouri Botanical Garden"
"Piscielia piscipule (amarillo)","Piscidia piscipula",NA,"Manual validation"
"Palma de coyul","Palma",0.75,"Tropicos - Missouri Botanical Garden"
"cacao","Cacao",0.75,"Tropicos - Missouri Botanical Garden"
"Garcenia rubra","Garcinia rubra",0.75,"Tropicos - Missouri Botanical Garden"
"Diospyros phyrrhocarpa","Diospyros pyrrhocarpa",0.75,"Tropicos - Missouri Botanical Garden"
"Stemunorus luzoniensis","Stemonurus luzoniensis",0.75,"Tropicos - Missouri Botanical Garden"
"Ardicia squamulosa","Ardisia squamulosa",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus varigata","Ficus variegata",0.75,"Tropicos - Missouri Botanical Garden"
"Diospyros pilosinthera","Diospyros pilosanthera",0.75,"Tropicos - Missouri Botanical Garden"
"Garcinia benthami","Garcinia benthamii",0.75,"Tropicos - Missouri Botanical Garden"
"Myristica umbilata","Myristica umbellata",0.75,"Tropicos - Missouri Botanical Garden"
"Syzygium Xanthophyllum","Syzygium xanthophyllum",0.75,"Tropicos - Missouri Botanical Garden"
"Palaquin luzoniense","Palaquium luzoniense",NA,"Manual validation"
"Ephicaris cumiangiana","Epicharis cumingiana",NA,"Manual validation"
"Garcinia polyonthia","Garcinia polyantha",0.75,"Tropicos - Missouri Botanical Garden"
"Syzygium nitidium","Syzygium nitidum",0.75,"Tropicos - Missouri Botanical Garden"
"Mangitera altirima","Mangifera altissima",NA,"Manual validation"
"Cleidion spiafloram","Cleidion spiciflorum",0.75,"Tropicos - Missouri Botanical Garden"
"Artucarpus nitida","Artocarpus nitidus",0.75,"Tropicos - Missouri Botanical Garden"
"Kelinhovia hospita","Kleinhovia hospita",0.75,"Tropicos - Missouri Botanical Garden"
"Gmelina Arborla","Gmelina",0.75,"The International Plant Names Index"
"Myristica elleptica","Myristica elliptica",0.75,"The International Plant Names Index"
"Gmelina Arboria","Gmelina",0.75,"The International Plant Names Index"
"Ficus stipulasa","Ficus stipulata",0.75,"Tropicos - Missouri Botanical Garden"
"Chisoheton Cumingianus","Chisocheton cumingianus",NA,"Manual validation"
"Cryptocaria Meriellii","Cryptocarya laevigata",NA,"Manual validation"
"Albizia falcateria","Albizia falcataria",0.75,"Tropicos - Missouri Botanical Garden"
"Swietinia Mahogani","Swietenia mahagoni",NA,"Manual validation"
"Syzygium polycepphaloides","Syzygium polycephaloides",0.75,"Tropicos - Missouri Botanical Garden"
"Stemonurus luzuniensis","Stemonurus luzoniensis",0.75,"Tropicos - Missouri Botanical Garden"
"Polycias nodosa","Polyscias nodosa",0.75,"Tropicos - Missouri Botanical Garden"
"Talaruma Villariana","Talauma villariana",NA,"Manual validation"
"Pometia pinnata forma repanda","Pometia pinnata",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus ilex subsp. ballota","Quercus ilex ballota",0.999,"The International Plant Names Index"
"Byrsonima classifolia","Byrsonima crassifolia",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias mombin S.","Spondias mombin",0.988,"Tropicos - Missouri Botanical Garden"
"Citrus hystrix dc.","Citrus hystrix",0.999,"Tropicos - Missouri Botanical Garden"
"Cajoba arborea","Cojoba arborea",0.75,"Tropicos - Missouri Botanical Garden"
"Persea schideana nees","Persea schiedeana",0.75,"Tropicos - Missouri Botanical Garden"
"Bochysia guatemalensis","Vochysia guatemalensis",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia rosa","Tabebuia erosa",0.75,"Tropicos - Missouri Botanical Garden"
"Gliricirias sepium","Gliricidia sepium",0.75,"Tropicos - Missouri Botanical Garden"
"Ingas ssp","Inga",NA,"Manual validation"
"Secropia peltata","Cecropia peltata",0.75,"Tropicos - Missouri Botanical Garden"
"Ingas Sp","Inga",NA,"Manual validation"
"Quercus humboltii","Quercus humboldtii",0.75,"Tropicos - Missouri Botanical Garden"
"Perimenium grande","Perymenium grande",0.75,"Tropicos - Missouri Botanical Garden"
"Sautavia villosa","Saurauia villosa",NA,"Manual validation"
"Citrius sinensis","Citrus sinensis",0.75,"Tropicos - Missouri Botanical Garden"
"Inga Paterno harms","Inga paterno",0.999,"Tropicos - Missouri Botanical Garden"
"Citrius cinensis","Citrus sinensis",0.75,"Tropicos - Missouri Botanical Garden"
"Burselas simaruba","Bursera simaruba",NA,"Manual validation"
"Parkisonia aculeata","Parkinsonia aculeata",0.75,"Tropicos - Missouri Botanical Garden"
"Cyrtocarpa Edulis","Cyrtocarpa edulis",NA,"Manual validation"
"Zhantoxylum riedelianum","Zanthoxylum riedelianum",0.75,"Tropicos - Missouri Botanical Garden"
"Quercus spp","Quercus",0.75,"Tropicos - Missouri Botanical Garden"
"Pinus ocarpus","Pinus",0.75,"Tropicos - Missouri Botanical Garden"
"Quescus sp","Quercus",NA,"Manual validation"
"Quercus sp","Quercus",0.75,"Tropicos - Missouri Botanical Garden"
"Persea Schiedeana","Persea",0.75,"Tropicos - Missouri Botanical Garden"
"Ochroma pyrqmidale","Ochroma pyramidale",0.75,"Tropicos - Missouri Botanical Garden"
"Casiría Corymbosa","Senna corymbosa",NA,"Manual validation"
"café","Cafe",0.75,"Tropicos - Missouri Botanical Garden"
"Glochidran triandrum","Glochidion triandrum",0.75,"Tropicos - Missouri Botanical Garden"
"Guioa pleuropteria","Guioa pleuropteris",0.75,"Tropicos - Missouri Botanical Garden"
"Glochidron triandrum","Glochidion triandrum",0.75,"Tropicos - Missouri Botanical Garden"
"Macaranga Tanarius","Macaranga tanarius",0.988,"The International Plant Names Index"
"Leokosyke Capitellata","Leucosyke capitellata",NA,"Manual validation"
"Albizia Falcataria","Albizia",0.75,"Tropicos - Missouri Botanical Garden"
"Calophyllum Blancoi","Calophyllum",0.75,"Tropicos - Missouri Botanical Garden"
"Baringtonia racemosa","Barringtonia racemosa",0.75,"Tropicos - Missouri Botanical Garden"
"inga vera","Inga vera",0.988,"The International Plant Names Index"
"Cecropia so","Cecropia",0.75,"Tropicos - Missouri Botanical Garden"
"Secropia obtusifolia","Cecropia obtusifolia",0.75,"Tropicos - Missouri Botanical Garden"
"secropia peltata","Cecropia peltata",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea arabiga","Coffea arabica",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea adorata","Coffea odorata",0.75,"Tropicos - Missouri Botanical Garden"
"Leea Manillensis","Leea",0.75,"Tropicos - Missouri Botanical Garden"
"Switinia Mahogany","Swietenia mahagoni",NA,"Manual validation"
"Calophyllum brasilience","Calophyllum brasiliense",0.75,"Tropicos - Missouri Botanical Garden"
"Punis maximinoi","Pinus maximinoi",NA,"Manual validation"
"Dodonaea triquetra","Dodonaea triquetra",0.988,"Tropicos - Missouri Botanical Garden"
"Daviesia genistifolia","Daviesia genistifolia",0.988,"The International Plant Names Index"
"Daviesia ulicifolia","Daviesia ulicifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Daviesia acicularis","Daviesia acicularis",0.988,"Tropicos - Missouri Botanical Garden"
"Hakea sericea","Hakea sericea",0.988,"The International Plant Names Index"
"Jacksonia scorparia","Jacksonia scoparia",0.75,"Tropicos - Missouri Botanical Garden"
"Kunzea ambigua","Kunzea ambigua",0.988,"Tropicos - Missouri Botanical Garden"
"Melaleuca decora","Melaleuca decora",0.988,"Tropicos - Missouri Botanical Garden"
"Ozothamnus ferrugeneous","Ozothamnus ferrugineus",0.75,"The International Plant Names Index"
"Rhus","Rhus",0.75,"The International Plant Names Index"
"Dodonaea triquetra ","Dodonaea triquetra",0.988,"Tropicos - Missouri Botanical Garden"
"Daviesia genistifolia ","Daviesia genistifolia",0.988,"The International Plant Names Index"
"Daviesia ulicifolia ","Daviesia ulicifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Daviesia acicularis ","Daviesia acicularis",0.988,"Tropicos - Missouri Botanical Garden"
"Hakea sericea ","Hakea sericea",0.988,"The International Plant Names Index"
"Jacksonia scorparia ","Jacksonia scoparia",0.75,"Tropicos - Missouri Botanical Garden"
"Kunzea ambigua ","Kunzea ambigua",0.988,"Tropicos - Missouri Botanical Garden"
"Melaleuca decora ","Melaleuca decora",0.988,"Tropicos - Missouri Botanical Garden"
"Ozothamnus ferrugeneous   ","Ozothamnus ferrugineus",0.75,"The International Plant Names Index"
"Rhus ","Rhus",0.75,"The International Plant Names Index"
"Johanesia princeps Vell.","Joannesia princeps",NA,"Manual validation"
"Pterigota brasiliensis Fr. All.","Pterygota brasiliensis",NA,"Manual validation"
"Swartizia Langs-dorffi","Swartzia langsdorffii",NA,"Manual validation"
"Johanesia princeps Vell","Joannesia princeps",NA,"Manual validation"
"Johanesia princeps","Joannesia princeps",NA,"Manual validation"
"1.	Pouteria villamilii","Pouteria villamilii",NA,"Manual validation"
"2.	Intsia bijuga","Intsia bijuga",NA,"Manual validation"
"3.	Pterocarpus indicus","Pterocarpus indicus",NA,"Manual validation"
"4.	Eugenia montalbanica","Eugenia montalbanica",NA,"Manual validation"
"5.	Pometia pinnata","Pometia pinnata",NA,"Manual validation"
"Barringtonia acutangular","Barringtonia acutangula",NA,"Manual validation"
"Diospyros cambodiana","Diospyros cambodiana",NA,"Manual validation"
"Mango (Mangifera indica)","Mangifera indica",NA,"Manual validation"
"Black Plum (Syzygium cumini)","Syzygium cumini",NA,"Manual validation"
"Lemon (Citrus limon)","Citrus x limon",NA,"Manual validation"
"Sheesham (Dalbergia sissoo)","Dalbergia sissoo",NA,"Manual validation"
"Karanj (Millettia pinnata)","Millettia pinnata",NA,"Manual validation"
"Custard Apple (Annona squamosa)","Annona squamosa",NA,"Manual validation"
"Shimul (Silk Cotton Tree) (Bombax ceiba)","Bombax ceiba",NA,"Manual validation"
"Teak (Tectona Grandis)","Tectona grandis",NA,"Manual validation"
"Karanj (Pongamia pinnata)","Pongamia pinnata",NA,"Manual validation"
"Jamun / Black plum (sygizium cumini)","Syzygium cumini",NA,"Manual validation"
"Lemon (citrus limon)","Citrus x limon",NA,"Manual validation"
"Karanj / Pongame tree (pongamia pinnata)","Pongamia pinnata",NA,"Manual validation"
"Shimal/ Cotton silk tree (bombax ceiba)","Bombax ceiba",NA,"Manual validation"
"Teak (tectona grandis)","Tectona grandis",NA,"Manual validation"
"Ziera arboresence","Zieria arborescens",NA,"Manual validation"
"Gilbertodendron","Gilbertiodendron",NA,"Manual validation"
"Lichi ","Litchi chinensis",NA,"Manual validation"
"Allocasurina littoralis ","Allocasuarina littoralis",NA,"Manual validation"
"Acacia dealbata","Acacia dealbata",0.988,"The International Plant Names Index"
"Acacia mearnsii","Acacia mearnsii",0.988,"The International Plant Names Index"
"Eucalyptus amplifolia","Eucalyptus amplifolia",0.988,"The International Plant Names Index"
"Eucalyptus cinerea","Eucalyptus cinerea",0.988,"The International Plant Names Index"
"Eucalyptus dives","Eucalyptus dives",0.988,"Tropicos - Missouri Botanical Garden"
"Eucalyptus macrorhyncha","Eucalyptus macrorhyncha",0.988,"The International Plant Names Index"
"Eucalyptus melliodora","Eucalyptus melliodora",0.988,"The International Plant Names Index"
"Allocasurina verticillata","Allocasuarina verticillata",0.75,"Tropicos - Missouri Botanical Garden"
"Bursaria spinosa","Bursaria spinosa",0.988,"Tropicos - Missouri Botanical Garden"
"Eucalyptus ovata","Eucalyptus ovata",0.988,"The International Plant Names Index"
"Eucalyptus viminalis","Eucalyptus viminalis",0.988,"The International Plant Names Index"
"Leptospermum contientale","Leptospermum continentale",0.75,"Tropicos - Missouri Botanical Garden"
"Leptospermum lanigerum","Leptospermum lanigerum",0.988,"The International Plant Names Index"
"Acacia pycnantha","Acacia pycnantha",0.988,"The International Plant Names Index"
"Alchornea triplinervia (Spreng.) Müll. Arg.","Alchornea triplinervia",0.999,"Tropicos - Missouri Botanical Garden"
"Allophyllus edulis (St. Hill.) Radlk.","Allophylus edulis",0.75,"The International Plant Names Index"
"Andira fraxinifolia Benth.","Andira fraxinifolia",0.999,"Tropicos - Missouri Botanical Garden"
"Annona coriaceae Mart.","Annona coriacea",0.96,"Tropicos - Missouri Botanical Garden"
"Annona mucosa","Annona mucosa",0.988,"Tropicos - Missouri Botanical Garden"
"Arapatiella psilophylla (Harms)","Arapatiella psilophylla",0.997,"Tropicos - Missouri Botanical Garden"
"Astronium fraxinifolium","Astronium fraxinifolium",0.988,"The International Plant Names Index"
"Bauhinia forficata Link","Bauhinia forficata",0.999,"Tropicos - Missouri Botanical Garden"
"Bixa arborea Benth.","Bixa arborea",0.75,"Tropicos - Missouri Botanical Garden"
"Caesalpinea echinata Lamark","Caesalpinia echinata",0.96,"Tropicos - Missouri Botanical Garden"
"Caesalpinea ferrea Mart.","Caesalpinia ferrea",0.96,"Tropicos - Missouri Botanical Garden"
"Cariniana legalis (Mart.) Kuntze","Cariniana legalis",0.999,"Tropicos - Missouri Botanical Garden"
"Cedrella odorata L.","Cedrella odorata",0.999,"Tropicos - Missouri Botanical Garden"
"Chloroleucon tortum","Chloroleucon tortum",0.988,"Tropicos - Missouri Botanical Garden"
"Clarisia racemosa R. & Pav.","Clarisia racemosa",0.997,"Tropicos - Missouri Botanical Garden"
"Copaifera lucens Dwyer","Copaifera lucens",0.999,"Tropicos - Missouri Botanical Garden"
"Cordia magnoliifolia Cham.","Cordia magnoliifolia",0.999,"Tropicos - Missouri Botanical Garden"
"Cordia trichotoma (Vell.) Arr. Ex. Steudl.","Cordia trichotoma",0.75,"Tropicos - Missouri Botanical Garden"
"Cytharexyllum myrianthum Cham.","Citharexylum myrianthum",0.96,"Tropicos - Missouri Botanical Garden"
"Dalbergia nigra Fr. All.","Dalbergia nigra",0.75,"Tropicos - Missouri Botanical Garden"
"Enterolobium contortisiliquum (Vell.) Morong.","Enterolobium contortisiliquum",0.997,"Tropicos - Missouri Botanical Garden"
"Eschweilera ovata (Camb.) Miers","Eschweilera ovata",0.997,"Tropicos - Missouri Botanical Garden"
"Eugenia florida DC.","Eugenia florida",0.999,"Tropicos - Missouri Botanical Garden"
"Eugenia uniflora","Eugenia uniflora",0.988,"Tropicos - Missouri Botanical Garden"
"Eugenia uniflora L.","Eugenia uniflora",0.999,"Tropicos - Missouri Botanical Garden"
"Ficus enormis (Mart. Ex Miq.) Miq.","Ficus enormis",0.997,"Tropicos - Missouri Botanical Garden"
"Gallesia integrifolia (Spreng.) harms","Gallesia integrifolia",0.999,"Tropicos - Missouri Botanical Garden"
"Genipa americana L","Genipa americana",0.997,"Tropicos - Missouri Botanical Garden"
"Inga marginata Willd","Inga marginata",0.997,"Tropicos - Missouri Botanical Garden"
"Ingá Mirim","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Jacarandá","Jacaranda",0.75,"Tropicos - Missouri Botanical Garden"
"Libidibia ferrea","Libidibia ferrea",0.988,"Tropicos - Missouri Botanical Garden"
"Machaerium nictitans (vell.) Benth.","Machaerium nictitans",0.988,"The International Plant Names Index"
"Macrolobium bifolium Pers.","Macrolobium bifolium",0.999,"The International Plant Names Index"
"Manilkara salzmanii (DC.) Lam.","Manilkara salzmannii",0.96,"The International Plant Names Index"
"Myrcia rostrata DC.","Myrcia rostrata",0.999,"Tropicos - Missouri Botanical Garden"
"Nectandra rubra","Nectandra rubra",0.988,"Tropicos - Missouri Botanical Garden"
"Nectandra rubra (Mez) C. K. Allen","Nectandra rubra",0.997,"Tropicos - Missouri Botanical Garden"
"Paubrasilia echinata","Paubrasilia echinata",0.988,"Tropicos - Missouri Botanical Garden"
"Peltophorum dubium (Spreng.) Taub.","Peltophorum dubium",0.999,"Tropicos - Missouri Botanical Garden"
"Peschiera fuchsiaefolia Miers","Peschiera fuchsiaefolia",0.997,"Tropicos - Missouri Botanical Garden"
"Platymenia foliolosa Benth.","Plathymenia foliolosa",0.96,"Tropicos - Missouri Botanical Garden"
"Pouteria bapeba","Pouteria bapeba",0.988,"Tropicos - Missouri Botanical Garden"
"Pouteria caimito","Pouteria caimito",0.988,"The International Plant Names Index"
"Protium heptaphyllum (Aubl.) Marchand","Protium heptaphyllum",0.999,"Tropicos - Missouri Botanical Garden"
"Pseudobombax grandiflorum (Cav.)","Pseudobombax grandiflorum",0.997,"Tropicos - Missouri Botanical Garden"
"Psidium cattleianum","Psidium cattleianum",0.988,"The International Plant Names Index"
