"Plot_ID","Site_ID","SiteType","Plot_Type","Country","Organization_Name","Plot_Permanence","Monitoring_Plot_Size","Strata_Number","Timeframe","Date","Resample_Main_Plot","Resample_3x3_Subplot","OtherTime","Start_Time","End_Time","SiteSize","ControlSize","TreesPresent","PlantingPattern","Coordinate_System_Used","NE_Photo","SE_Photo","SW_Photo","NW_Photo","Photos","NE_Photo_Small_Site","SE_Photo_SmallSites","SW_Photo_SmallSites","NW_Photo_SmallSites","main_index","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_submitted_by","Photo_of_AB_Sightline2","Photo_of_AC_Sightline2","Photo_of_AD_Sightline2","Description_of_subpl_ithin_30m_x_30m_plot2","Additional_Photos_Optional3","rootUuid","deprecatedID","Notes17","TinyTrees","Photo_of_AB_Sightline1","Photo_of_AC_Sightline1","Photo_of_AD_Sightline1","Notes21","Notes5","Notes11","Description_of_subpl_ithin_30m_x_30m_plot1","LittleTreesPresent","Notes14","Photos4","Additional_Photos_Optional1","File"
"S0052MP 104","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtones","Y0",2023-07-02,"2","2",NA,"11:05:00.000+03:00","12:35:00.000+03:00","Yes",NA,"No","1.5m sur 1.5 m","WGS84","1688284081066.jpg","1688217543948.jpg","1688284408541.jpg","1688284513387.jpg",NA,NA,NA,NA,NA,1238,253913286,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:97e6a3c7-fabc-4367-af8f-3d071254e198","axhiGJQ8JzwkTYcgDTroJu","97e6a3c7-fabc-4367-af8f-3d071254e198","submitted_via_web",2023-07-19 04:47:36,"ihillman",NA,NA,NA,NA,NA,"9d105500-16d2-40ab-8457-0e7b5fe632b9","uuid:9d105500-16d2-40ab-8457-0e7b5fe632b9",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","No tree in plot","1688315459697.jpg",NA,NA
"S0052MP17","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Tree planting","Y0",2023-07-01,"2","2",NA,"13:34:00.000+03:00","14:02:00.000+03:00","Yes",NA,"No","2m*2m","WSG84","1688281689750.jpg","1688284763408.jpg","1688208749320.jpg","1688281956540.jpg",NA,NA,NA,NA,NA,1241,253913567,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:aaf28a45-3040-4d7b-bbac-7f9d94310291","axhiGJQ8JzwkTYcgDTroJu","aaf28a45-3040-4d7b-bbac-7f9d94310291","submitted_via_web",2023-07-19 04:50:01,"ihillman",NA,NA,NA,NA,NA,"8ae3aa83-4ca0-4df0-acb5-cf8fd67579cf","uuid:9f78eb37-b966-4a05-b220-36c52b0f041b",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA
"S0052MP106","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-03,"2","2",NA,"14:17:00.000+03:00","14:56:00.000+03:00","Yes",NA,"No","2m sur 2m","WGS84","1688383570484.jpg","1688383735736.jpg","1688383804300.jpg","1688383883780.jpg",NA,NA,NA,NA,NA,1245,253913874,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:a66fb32d-1cb7-499a-91f1-734434610586","axhiGJQ8JzwkTYcgDTroJu","a66fb32d-1cb7-499a-91f1-734434610586","submitted_via_web",2023-07-19 04:53:11,"ihillman",NA,NA,NA,NA,NA,"c7f62f76-0bab-4ea8-8e10-597c858d748f","uuid:c7f62f76-0bab-4ea8-8e10-597c858d748f",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","pas d'harbe ayant DPH de 1 á 9,9cm dans cette placette","1688384116470.jpg",NA,NA
"S0052MP102","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-03,"2","2",NA,"13:15:00.000+03:00","13:43:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688379621471.jpg","1688379691964.jpg","1688379740990.jpg","1688379789605.jpg",NA,NA,NA,NA,NA,1251,253914186,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:999f5558-7f4f-4f51-b551-620fa7f6493a","axhiGJQ8JzwkTYcgDTroJu","999f5558-7f4f-4f51-b551-620fa7f6493a","submitted_via_web",2023-07-19 04:54:31,"ihillman",NA,NA,NA,NA,NA,"36fc6551-630e-49d9-9d0c-1af5db24508d","uuid:36fc6551-630e-49d9-9d0c-1af5db24508d",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0052MP58","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Tree planting","Y0",2023-07-01,"2","2",NA,"14:33:00.000+03:00","15:00:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1689238046254.jpg","1689238930402.jpg","1689238615960.jpg","1689238326165.jpg",NA,NA,NA,NA,NA,1253,253914331,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:2c57b49f-3e8e-4479-a85a-1c6dbc645d64","axhiGJQ8JzwkTYcgDTroJu","2c57b49f-3e8e-4479-a85a-1c6dbc645d64","submitted_via_web",2023-07-19 04:55:48,"ihillman",NA,NA,NA,NA,NA,"7ee51f0d-4edd-4561-8f0a-dc6443a8905c","uuid:7ee51f0d-4edd-4561-8f0a-dc6443a8905c",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA
"S0052MP95","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-03,"2","2",NA,"13:52:00.000+03:00","14:34:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688381868737.jpg","1688381945424.jpg","1688382044206.jpg","1688382125379.jpg",NA,NA,NA,NA,NA,1268,253915676,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:105ee65f-809a-43f7-a985-18a072d1146d","axhiGJQ8JzwkTYcgDTroJu","105ee65f-809a-43f7-a985-18a072d1146d","submitted_via_web",2023-07-19 05:03:09,"ihillman",NA,NA,NA,NA,NA,"f4b0462e-6113-4fc4-9659-9b3b6b545abf","uuid:f4b0462e-6113-4fc4-9659-9b3b6b545abf",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0052MP99","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-04,"2","2",NA,"10:42:00.000+03:00","11:28:00.000+03:00","Yes",NA,"No","2m*2m","WGS4","1688457111158.jpg","1688457177878.jpg","1688457277366.jpg","1688457326050.jpg",NA,NA,NA,NA,NA,1269,253915812,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:dd3e55f3-080e-44df-9966-3defb2d31ef1","axhiGJQ8JzwkTYcgDTroJu","dd3e55f3-080e-44df-9966-3defb2d31ef1","submitted_via_web",2023-07-19 05:03:52,"ihillman",NA,NA,NA,NA,NA,"5e2b225e-9308-46cd-9849-25617b947e8c","uuid:5e2b225e-9308-46cd-9849-25617b947e8c",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm","1688457408050.jpg",NA,NA
"S0052MP97","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-04,"2","2",NA,"14:06:00.000+03:00","14:39:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688469017312.jpg","1688469048566.jpg","1688469100824.jpg","1688469167632.jpg",NA,NA,NA,NA,NA,1277,253916498,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:c80fef62-89c9-4c50-afc2-125ce556b721","axhiGJQ8JzwkTYcgDTroJu","c80fef62-89c9-4c50-afc2-125ce556b721","submitted_via_web",2023-07-19 05:09:31,"ihillman",NA,NA,NA,NA,NA,"0f6bb83c-c353-4bd0-a8d9-395014cc3ea2","uuid:0f6bb83c-c353-4bd0-a8d9-395014cc3ea2",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm","1688469310119.jpg",NA,NA
"S0052MP101","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-04,"2","2",NA,"15:00:00.000+03:00","15:42:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688472202089.jpg","1688472253908.jpg","1688472302064.jpg","1688472344982.jpg",NA,NA,NA,NA,NA,1281,253916868,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:710b0c63-ddfd-482a-8da6-ed6987c7fb16","axhiGJQ8JzwkTYcgDTroJu","710b0c63-ddfd-482a-8da6-ed6987c7fb16","submitted_via_web",2023-07-19 05:11:52,"ihillman",NA,NA,NA,NA,NA,"5c5ac301-1a06-478e-ad6d-3b4d87117bfd","uuid:7288511f-3f02-4a01-b75f-bf3948e13820",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0069MP24","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-05,"2","2",NA,"11:53:00.000+03:00","12:23:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688547535261.jpg","1688547721631.jpg","1688547855290.jpg","1688548087564.jpg",NA,NA,NA,NA,NA,1282,253917062,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:5fe8baf3-89a4-48eb-a469-18136e9846f1","axhiGJQ8JzwkTYcgDTroJu","5fe8baf3-89a4-48eb-a469-18136e9846f1","submitted_via_web",2023-07-19 05:13:21,"ihillman",NA,NA,NA,NA,NA,"585b1913-17d3-4a30-80b7-421b333219cd","uuid:585b1913-17d3-4a30-80b7-421b333219cd",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0071MP2","1814","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Tree planting","Y0",2023-07-08,"2","2",NA,"12:02:00.000+03:00","12:30:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688807418116.jpg","1688807602029.jpg","1688807856681.jpg","1688808163919.jpg",NA,NA,NA,NA,NA,1283,253917119,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:5065a669-651c-4903-8b52-6c17aac81c41","axhiGJQ8JzwkTYcgDTroJu","5065a669-651c-4903-8b52-6c17aac81c41","submitted_via_web",2023-07-19 05:13:42,"ihillman",NA,NA,NA,NA,NA,"e7c9cdaf-7ef2-4fcc-9d58-5d58b61c7a53","uuid:e7c9cdaf-7ef2-4fcc-9d58-5d58b61c7a53",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","No tree of DBH 1cm - 9,9cm",NA,NA,NA
"S0052MP58","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtones","Y0",2023-07-02,"2","2",NA,"14:49:00.000+03:00","15:14:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688298829305.jpg","1688298924160.jpg","1688299048906.jpg","1688299138376.jpg",NA,NA,NA,NA,NA,1287,253917384,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:8bc3a1dd-e70c-464e-a68a-76fdc7ef7eb7","axhiGJQ8JzwkTYcgDTroJu","8bc3a1dd-e70c-464e-a68a-76fdc7ef7eb7","submitted_via_web",2023-07-19 05:15:41,"ihillman",NA,NA,NA,NA,NA,"97a5e0df-cd53-44a6-b598-85c4cde57c59","uuid:97a5e0df-cd53-44a6-b598-85c4cde57c59",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","No tree DHP 1 a 9,9 cm",NA,NA,NA
"S0069MP26","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-05,"2","2",NA,"14:53:00.000+03:00","15:31:00.000+03:00","Yes",NA,"No","2m*2m","WGSS84","1688561777523.jpg","1688561895467.jpg","1688562054131.jpg","1688562184911.jpg",NA,NA,NA,NA,NA,1291,253918316,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:fab7ac49-7492-4e17-90e0-4534996b594f","axhiGJQ8JzwkTYcgDTroJu","fab7ac49-7492-4e17-90e0-4534996b594f","submitted_via_web",2023-07-19 05:20:16,"ihillman",NA,NA,NA,NA,NA,"f7ce2258-196b-4442-8ace-9f46434fe278","uuid:f7ce2258-196b-4442-8ace-9f46434fe278",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm","1688562289715.jpg",NA,NA
"S0071MP1","1814","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Tree planting","Y0",2023-07-08,"2","2",NA,"13:06:00.000+03:00","14:06:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688811481845.jpg","1688812270617.jpg","1688811947244.jpg","1688812130097.jpg",NA,NA,NA,NA,NA,1292,253918339,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:337d12d7-4013-4e86-be20-b89dbf75d4db","axhiGJQ8JzwkTYcgDTroJu","337d12d7-4013-4e86-be20-b89dbf75d4db","submitted_via_web",2023-07-19 05:20:30,"ihillman",NA,NA,NA,NA,NA,"46defb69-573e-405d-bd0f-42e27de99725","uuid:46defb69-573e-405d-bd0f-42e27de99725",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","No tree plants DBH 1cm -9,9 cm",NA,NA,NA
"S0069MP21","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-06,"2","2",NA,"10:21:00.000+03:00","10:47:00.000+03:00","Yes",NA,"Yes","2m*2m","WGS84","1688628316968.jpg","1688628463950.jpg","1688628617539.jpg","1688628683650.jpg",NA,NA,NA,NA,NA,1298,253918857,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:c5fd4763-1c59-4e65-9a60-3812823336ef","axhiGJQ8JzwkTYcgDTroJu","c5fd4763-1c59-4e65-9a60-3812823336ef","submitted_via_web",2023-07-19 05:24:33,"ihillman",NA,NA,NA,NA,NA,"bd522706-dd5e-4157-8d39-53dbb971f18b","uuid:bd522706-dd5e-4157-8d39-53dbb971f18b",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0052MP61","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtones","Y0",2023-07-03,"2","2",NA,"09:24:00.000+03:00","10:28:00.000+03:00","Yes",NA,"No","1,5m*1,5m","WGS84","1688367097471.jpg","1688367203585.jpg","1688367372633.jpg","1688367462353.jpg",NA,NA,NA,NA,NA,1301,253919072,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:42396ce3-f927-43da-bfca-36eb6de92beb","axhiGJQ8JzwkTYcgDTroJu","42396ce3-f927-43da-bfca-36eb6de92beb","submitted_via_web",2023-07-19 05:26:29,"ihillman",NA,NA,NA,NA,NA,"6a3c2197-1123-47dd-b7af-e0ac96a50c7b","uuid:6a3c2197-1123-47dd-b7af-e0ac96a50c7b",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","No tree DHP 1 a 9,9 cm",NA,NA,NA
"S0052MP108","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtones","Y0",2023-07-03,"2","2",NA,"11:44:00.000+03:00","12:31:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688374024113.jpg","1688374349625.jpg","1688374725305.jpg","1688375000476.jpg",NA,NA,NA,NA,NA,1317,253920673,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:e1fd22bc-6865-4e66-93d6-2e233478359e","axhiGJQ8JzwkTYcgDTroJu","e1fd22bc-6865-4e66-93d6-2e233478359e","submitted_via_web",2023-07-19 05:38:20,"ihillman",NA,NA,NA,NA,NA,"3e04cbf6-c491-457f-804b-430e78606449","uuid:3e04cbf6-c491-457f-804b-430e78606449",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","No tree DBH 1 a 9,9 cm",NA,NA,NA
"S0075MP15","1818","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Agroforestry","Y0",2023-07-10,"2","2",NA,"15:04:00.000+03:00","15:57:00.000+03:00","Yes",NA,"No","4m*4m","WGS84","1688990986195.jpg","1688991124897.jpg","1688992258726.jpg","1688992118169.jpg",NA,NA,NA,NA,NA,1318,253920726,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:554c6fe5-bd46-4d0b-8928-542a2223a942","axhiGJQ8JzwkTYcgDTroJu","554c6fe5-bd46-4d0b-8928-542a2223a942","submitted_via_web",2023-07-19 05:38:38,"ihillman",NA,NA,NA,NA,NA,"23078858-b4c2-43a6-9720-38d93e8c3ac6","uuid:23078858-b4c2-43a6-9720-38d93e8c3ac6",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","No tree of DBH1cm-9,9cm",NA,NA,NA
"S0053MP7","1796","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autocthone","Y0",2023-07-05,"2","2",NA,"11:52:00.000+03:00","12:40:00.000+03:00","Yes",NA,"No","2 m sur 2m","WGS84","1688547334169.jpg","1688547518043.jpg","1688547578290.jpg","1688547642100.jpg",NA,NA,NA,NA,NA,1322,253921108,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:138f6780-f0b5-4bca-a55b-9d903198ba76","axhiGJQ8JzwkTYcgDTroJu","138f6780-f0b5-4bca-a55b-9d903198ba76","submitted_via_web",2023-07-19 05:41:30,"ihillman",NA,NA,NA,NA,NA,"3e2a94dd-589a-46b5-bcd3-ecfceecbefc5","uuid:3e2a94dd-589a-46b5-bcd3-ecfceecbefc5",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Pas d'arbre ayant de. DPH superieur ou egale 1 á 9.9cm","1688547809524.jpg",NA,NA
"S0069MP37","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-07,"2","2",NA,"11:39:00.000+03:00","12:27:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688719269539.jpg","1688719480070.jpg","1688719679268.jpg","1688726508223.jpg",NA,NA,NA,NA,NA,1323,253921317,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:8b8a0263-12aa-44be-abb4-a703bcf33aaa","axhiGJQ8JzwkTYcgDTroJu","8b8a0263-12aa-44be-abb4-a703bcf33aaa","submitted_via_web",2023-07-19 05:42:33,"ihillman",NA,NA,NA,NA,NA,"b772b07f-3706-4b41-b2e0-ab6d55f1156b","uuid:b772b07f-3706-4b41-b2e0-ab6d55f1156b",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0069MP40","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-07,"2","2",NA,"15:02:00.000+03:00","15:39:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688732049281.jpg","1688731653768.jpg","1688731832993.jpg","1688731958062.jpg",NA,NA,NA,NA,NA,1325,253921371,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:a0311a08-73fb-431e-a648-08965207a537","axhiGJQ8JzwkTYcgDTroJu","a0311a08-73fb-431e-a648-08965207a537","submitted_via_web",2023-07-19 05:43:09,"ihillman",NA,NA,NA,NA,NA,"e6190256-c915-48be-9811-277017c18b5f","uuid:e6190256-c915-48be-9811-277017c18b5f",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0069MPP41","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-08,"2","2",NA,"10:02:00.000+03:00","10:40:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688800014707.jpg","1688800215093.jpg","1688800555576.jpg","1688800845719.jpg",NA,NA,NA,NA,NA,1329,253922066,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:96823482-d90a-415f-87aa-51a6d18ea515","axhiGJQ8JzwkTYcgDTroJu","96823482-d90a-415f-87aa-51a6d18ea515","submitted_via_web",2023-07-19 05:46:56,"ihillman",NA,NA,NA,NA,NA,"6e6fcda5-4723-49c8-9b8f-1a3cb3eef4ef","uuid:6e6fcda5-4723-49c8-9b8f-1a3cb3eef4ef",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0069MP38","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-08,"2","2",NA,"10:56:00.000+03:00","11:34:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688803247281.jpg","1688803398592.jpg","1688803589055.jpg","1688803792168.jpg",NA,NA,NA,NA,NA,1330,253922267,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:0141d268-9765-4e02-bfb9-6e25f70e0813","axhiGJQ8JzwkTYcgDTroJu","0141d268-9765-4e02-bfb9-6e25f70e0813","submitted_via_web",2023-07-19 05:48:18,"ihillman",NA,NA,NA,NA,NA,"2c47239d-5a88-4a05-b25e-c73256f1cc85","uuid:2c47239d-5a88-4a05-b25e-c73256f1cc85",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre 1cm à 9,9cm",NA,NA,NA
"S0069MP39","1812","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-08,"2","2",NA,"11:51:00.000+03:00","12:34:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688807946113.jpg","1688808214907.jpg","1688808402341.jpg","1688808484891.jpg",NA,NA,NA,NA,NA,1332,253922449,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:c0178819-40db-4c16-a6cb-f1d396a0ab0d","axhiGJQ8JzwkTYcgDTroJu","c0178819-40db-4c16-a6cb-f1d396a0ab0d","submitted_via_web",2023-07-19 05:49:42,"ihillman",NA,NA,NA,NA,NA,"5a3e2c90-cfc0-4b67-9d65-5409330bd8e2","uuid:5a3e2c90-cfc0-4b67-9d65-5409330bd8e2",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm à 9,9cm",NA,NA,NA
"S0052MP28","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Tree Planting","Y0",2023-07-01,"2","2",NA,"15:54:00.000+03:00","16:12:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688216372887.jpg","1688292057865.jpg","1688292932890.jpg","1688293387740.jpg",NA,NA,NA,NA,NA,1341,253923427,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:b244fad3-7645-4c4f-b819-8c05aa881d33","axhiGJQ8JzwkTYcgDTroJu","b244fad3-7645-4c4f-b819-8c05aa881d33","submitted_via_web",2023-07-19 05:56:37,"ihillman",NA,NA,NA,NA,NA,"6185de63-906f-4619-ad34-19d67f1db0e1","uuid:6185de63-906f-4619-ad34-19d67f1db0e1",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA
"S0054MP57","1797","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-09,"2","2",NA,"11:33:00.000+03:00","12:20:00.000+03:00","Yes",NA,"No","1,5*1,5m","GWS84","1688894055206.jpg","1688892647989.jpg","1688894446526.jpg","1688894650059.jpg",NA,NA,NA,NA,NA,1342,253923495,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:7deb19da-e453-49a8-b90c-d8e1bf7b6bfe","axhiGJQ8JzwkTYcgDTroJu","7deb19da-e453-49a8-b90c-d8e1bf7b6bfe","submitted_via_web",2023-07-19 05:57:04,"ihillman",NA,NA,NA,NA,NA,"683cd598-bce8-4c67-9d7d-74e6ee22fba7","uuid:683cd598-bce8-4c67-9d7d-74e6ee22fba7",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm","1688895036756.jpg",NA,NA
"S0054MP48","1797","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-09,"0","2",NA,"15:36:00.000+03:00","16:13:00.000+03:00","Yes",NA,NA,"2m*2m","WGS84","1688906297875.jpg",NA,"1688906764180.jpg","1688907114506.jpg",NA,NA,NA,NA,NA,1347,253923856,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:bed21a33-7f2d-4d47-8e77-93fb238091b8","axhiGJQ8JzwkTYcgDTroJu","bed21a33-7f2d-4d47-8e77-93fb238091b8","submitted_via_web",2023-07-19 05:59:50,"ihillman",NA,NA,NA,NA,NA,"515db36c-ae7f-4344-a81a-04ea6bd6dc13","uuid:515db36c-ae7f-4344-a81a-04ea6bd6dc13",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'y a pas des arbres de diamètre entre 1cm et 9,9cm",NA,NA,NA
"S0054MP53","1797","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-08,"2","2",NA,"12:02:00.000+03:00","12:39:00.000+03:00","Yes",NA,"No","2m sur 2m","WGS84","1688723310137.jpg","1688723454180.jpg","1688723630730.jpg","1688723697561.jpg",NA,NA,NA,NA,NA,1351,253924545,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:e3283f32-27d6-4292-9d3c-844e21ed76e4","axhiGJQ8JzwkTYcgDTroJu","e3283f32-27d6-4292-9d3c-844e21ed76e4","submitted_via_web",2023-07-19 06:02:57,"ihillman",NA,NA,NA,NA,NA,"5477857b-271b-4601-a8d8-fa93d075bfb9","uuid:5477857b-271b-4601-a8d8-fa93d075bfb9",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","Pas des arbres ayant de DPH sup ou egale 1 á 9.99cm","1688723910411.jpg",NA,NA
