"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Dialium Pachypylium","planted",10,"<10cm planted","95","Bloc 7","DRC","Faja Lobi","Restoration","Restoration","30x30",1858,487,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Dacryodes Normandii","planted",3,"<10cm planted","95","Bloc 7","DRC","Faja Lobi","Restoration","Restoration","30x30",1859,487,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Casia floribunda","planted",25,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1860,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentacletra macrophylia","planted",19,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1861,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",15,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1862,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",12,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1863,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",22,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1864,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinondendro heudeulotii","planted",17,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1865,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Musanga cecoprodess","planted",5,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1866,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",11,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1867,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",15,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1868,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinodendro heudoleutii","planted",7,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1869,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",15,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1870,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Uapaca","planted",10,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1871,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1872,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1873,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1874,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Musanga cecioprodes","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1875,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1876,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentacletra macrophylla","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1877,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1878,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinindendron heudoletii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1879,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1880,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1881,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1882,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophyllia","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1883,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinodendron heudoletii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1884,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1885,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1886,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1888,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1889,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1890,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinondendron heudoletii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1891,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1892,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Tetraberlina bifiliolata","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1893,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinondendro heudoletii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1894,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1895,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1896,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1897,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1898,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1899,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1900,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1901,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1902,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1903,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1904,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1905,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1906,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Leacena","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1907,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Musanga cecioprodes","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1908,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Parkia bikolor","planted",NA,"<10cm planted","95","Iseme","DRC","Faja Lobi","Restoration","Restoration","30x30",1909,488,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinondendron heudoletii","planted",10,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1911,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Maesopsis eminii","planted",17,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1912,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Cassia siamea","planted",23,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1913,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Milletia laurentii","planted",15,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1914,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Cassia floribunda","planted",20,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1915,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Milletia excelsa","planted",10,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1916,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Onkoba welwetshi","planted",4,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1917,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Uapaca","planted",7,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1918,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Hevea brasilensis","planted",13,"<10cm planted","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",1919,489,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Pentaclethra macrophylla","planted",25,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1920,490,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",12,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1921,490,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",10,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1922,490,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinondendron heudoletii","planted",19,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1923,490,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",15,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1924,490,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cekyoprodes","planted",4,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1925,490,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cekioprodes","planted",5,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1927,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Canarium","planted",7,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1928,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",21,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1929,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",27,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1930,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",17,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1931,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",11,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1932,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",19,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1933,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",25,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1934,491,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Uapaca Mole","planted",11,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1935,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Canarium","planted",9,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1936,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Milietia Laurenti","planted",11,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1937,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Milietia Drastica","planted",9,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1938,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Cassia Floribunda","planted",13,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1939,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Cassia Siamea","planted",10,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1940,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Endenathrera Pavonina","planted",2,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1941,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Milietia excelsa","planted",8,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1942,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Hévéa Brasiliensis","planted",6,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1943,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pentaclethra Macrophila","planted",10,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1944,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Maesopsis Emini","planted",8,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1945,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pterocarpus Sauyauxii","planted",1,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1946,492,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Milietia excelsa","planted",8,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1947,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Bobgunnia Fistuloides","planted",11,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1948,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Uapaca Mole","planted",8,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1949,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Canarium","planted",10,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1950,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pterocarpus Sauyauxii","planted",9,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1951,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pentaclethra Macrophila","planted",10,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1952,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Milietia Laurenti","planted",13,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1953,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Ricinodendron Heudelotti","planted",14,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1954,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Cassia Siamea","planted",12,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1955,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Cassia Floribunda","planted",11,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1956,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Maesopsis Emini","planted",6,"<10cm planted","95","Bloc 1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1957,493,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Ricinodendron Heudelotti","planted",9,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1958,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Guibourtia Demeusei","planted",9,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1959,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Erytrophleum Ivorense","planted",4,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1960,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Uapaca Mole","planted",4,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1961,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Pterocarpus Sauyauxii","planted",9,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1962,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Milietia Laurenti","planted",11,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1963,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Canarium","planted",8,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1964,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Pentaclethra Macrophila","planted",10,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1965,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Maesopsis Emini","planted",7,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1966,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Hévéa Brasiliensis","planted",13,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1967,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Cassia Floribunda","planted",10,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1968,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Cassia Siamea","planted",11,"<10cm planted","95","1.1.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1969,494,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5m sur 3m","Y0"
"Milietia Laurenti","planted",5,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1970,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pentaclethra Macrophila","planted",15,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1971,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Ricinodendron Heudelotti","planted",7,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1972,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Maesopsis Emini","planted",1,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1973,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Cassia Siamea","planted",14,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1974,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Cassia Floribunda","planted",1,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1975,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Canarium","planted",4,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1976,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Hévéa Brasiliensis","planted",7,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1977,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Erytrophleum Ivorense","planted",1,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1978,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pericopsis eleta","planted",2,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1979,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Endenathrera Pavonina","planted",1,"<10cm planted","95","Bloc 1.2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1980,495,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Pentaclethra Macrophila","planted",7,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1981,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Endenathrera Pavonina","planted",5,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1982,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Ongokea gore","planted",1,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1983,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Hévéa Brasiliensis","planted",5,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1984,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Piptodeniastrum Africanum","planted",3,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1985,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Miletia Laurenti","planted",5,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1986,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Prioria Balsamifera","planted",4,"<10cm planted","95","Bloc 3","DRC","Faja Lobi","Restoration","Restoration","30x30",1987,496,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5 m sur 3 m","Y0"
"Recinodendron heudoletii","planted",15,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1988,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",17,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1989,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",10,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1990,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cekioprodes","planted",7,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1991,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",19,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1992,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",13,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1993,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Canarium","planted",8,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1994,497,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
