"Plot_ID","Site_ID","SiteType","Plot_Type","Country","Organization_Name","Plot_Permanence","Monitoring_Plot_Size","Strata_Number","Timeframe","Date","Resample_Main_Plot","Resample_3x3_Subplot","OtherTime","Start_Time","End_Time","SiteSize","ControlSize","TreesPresent","PlantingPattern","Coordinate_System_Used","NE_Photo","SE_Photo","SW_Photo","NW_Photo","Photos","NE_Photo_Small_Site","SE_Photo_SmallSites","SW_Photo_SmallSites","NW_Photo_SmallSites","main_index","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_submitted_by","Photo_of_AB_Sightline2","Photo_of_AC_Sightline2","Photo_of_AD_Sightline2","Description_of_subpl_ithin_30m_x_30m_plot2","Additional_Photos_Optional3","rootUuid","deprecatedID","Notes17","TinyTrees","Photo_of_AB_Sightline1","Photo_of_AC_Sightline1","Photo_of_AD_Sightline1","Notes21","Notes5","Notes11","Description_of_subpl_ithin_30m_x_30m_plot1","LittleTreesPresent","Notes14","Photos4","Additional_Photos_Optional1","File"
"1.39","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","1.1.36","Y0",2023-06-22,"0","0",NA,"09:11:00.000+01:00","09:30:00.000+01:00","Yes",NA,NA,"3x2,5m","Coordonnées géographiques","1687422232533.jpg","1687422069033.jpg","1687422096263.jpg","1687422205068.jpg",NA,NA,NA,NA,NA,622,249460180,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:d4696f61-bfe4-4b2c-b695-bd1844a96e89","axhiGJQ8JzwkTYcgDTroJu","d4696f61-bfe4-4b2c-b695-bd1844a96e89","submitted_via_web",2023-06-30 10:56:09,"ihillman",NA,NA,NA,NA,NA,"aa5ee8ab-3a6d-4abf-9e1b-5829c14fd8cd","uuid:aa5ee8ab-3a6d-4abf-9e1b-5829c14fd8cd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iseme  bloque 2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","2","Y0",2023-06-28,"0","0",NA,"09:36:00.000+01:00","09:46:00.000+01:00","Yes",NA,NA,"2,5 sur  3 m","2.4","1687941366648.jpg","1687941422286.jpg","1687941495647.jpg","1687941517504.jpg",NA,NA,NA,NA,NA,623,249460260,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:d0824c43-92f3-4415-8314-b8b7e2ae4947","axhiGJQ8JzwkTYcgDTroJu","d0824c43-92f3-4415-8314-b8b7e2ae4947","submitted_via_web",2023-06-30 10:56:24,"ihillman",NA,NA,NA,NA,NA,"6aff17ac-052f-41e0-a14c-b5df6981fac3","uuid:6aff17ac-052f-41e0-a14c-b5df6981fac3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iseme  bloque  2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","5","Y0",2023-06-28,"0","0",NA,"09:57:00.000+01:00","10:00:00.000+01:00","Yes",NA,NA,"2,5 ×3 m","Coordonnées géographiques","1687942561928.jpg","1687942605610.jpg","1687942738077.jpg","1687942756295.jpg",NA,NA,NA,NA,NA,624,249460435,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:1a2f3ef1-2505-4668-9ae7-fd07875b36a5","axhiGJQ8JzwkTYcgDTroJu","1a2f3ef1-2505-4668-9ae7-fd07875b36a5","submitted_via_web",2023-06-30 10:56:55,"ihillman",NA,NA,NA,NA,NA,"499922da-97f8-4ecf-b6d2-2be3884b96d7","uuid:499922da-97f8-4ecf-b6d2-2be3884b96d7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iseme  bloque  2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6","Y0",2023-06-28,"0","0",NA,"10:25:00.000+01:00","10:29:00.000+01:00","Yes",NA,NA,"2,5 sur  3 m","Coordonnées géographiques","1687944234413.jpg","1687944295383.jpg","1687944318377.jpg","1687944373705.jpg",NA,NA,NA,NA,NA,625,249460502,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:d4854a40-37bc-4cc6-8a74-6b882419bc71","axhiGJQ8JzwkTYcgDTroJu","d4854a40-37bc-4cc6-8a74-6b882419bc71","submitted_via_web",2023-06-30 10:57:16,"ihillman",NA,NA,NA,NA,NA,"f4edbda4-e992-414c-a5be-c7ecc5d565f5","uuid:f4edbda4-e992-414c-a5be-c7ecc5d565f5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","7","Y0",2023-06-28,"0","0",NA,"10:39:00.000+01:00","10:42:00.000+01:00","Yes",NA,NA,"2,5 sur  3 m","Coordonnées géographiques","1687945065518.jpg","1687945144330.jpg","1687945168290.jpg","1687945233913.jpg",NA,NA,NA,NA,NA,626,249460559,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:911f45f9-227c-46fd-a8a1-734c075e7c3d","axhiGJQ8JzwkTYcgDTroJu","911f45f9-227c-46fd-a8a1-734c075e7c3d","submitted_via_web",2023-06-30 10:57:34,"ihillman",NA,NA,NA,NA,NA,"6fd493f7-ca59-42d7-ab53-34069f4fbd0a","uuid:6fd493f7-ca59-42d7-ab53-34069f4fbd0a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iseme  bloque 2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8","Y0",2023-06-28,"0","0",NA,"10:54:00.000+01:00","10:50:00.000+01:00","Yes",NA,NA,"2,5 sur 3m","Coordonnées géographiques","1687945940505.jpg","1687946000747.jpg","1687946018373.jpg","1687946081458.jpg",NA,NA,NA,NA,NA,627,249460611,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:590f8f4f-b26a-4172-a073-78766b9f0bfc","axhiGJQ8JzwkTYcgDTroJu","590f8f4f-b26a-4172-a073-78766b9f0bfc","submitted_via_web",2023-06-30 10:57:50,"ihillman",NA,NA,NA,NA,NA,"e128afd1-e804-4403-b10b-0dc5ca4621bb","uuid:e128afd1-e804-4403-b10b-0dc5ca4621bb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","1.40","Y0",2023-06-22,"0","0",NA,"10:17:00.000+01:00","10:29:00.000+01:00","Yes",NA,NA,"3×2,5m","Coordonnées géographiques","1687425832947.jpg","1687425605752.jpg","1687425630802.jpg","1687425702109.jpg",NA,NA,NA,NA,NA,628,249460745,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:79f49177-7f14-4376-910f-6f3f56b54870","axhiGJQ8JzwkTYcgDTroJu","79f49177-7f14-4376-910f-6f3f56b54870","submitted_via_web",2023-06-30 10:58:23,"ihillman",NA,NA,NA,NA,NA,"777df404-305a-4edd-a5b4-9e136bfd58e1","uuid:777df404-305a-4edd-a5b4-9e136bfd58e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iseme bloque 2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-06-28,"0","0",NA,"11:05:00.000+01:00","11:13:00.000+01:00","Yes",NA,NA,"2,5 sur 3m","Coordonnées géographiques","1687946725399.jpg","1687946789753.jpg","1687946874984.jpg","1687946942180.jpg",NA,NA,NA,NA,NA,629,249460878,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:123e2b5f-8dc8-4212-9f3e-f6ab5dc313ff","axhiGJQ8JzwkTYcgDTroJu","123e2b5f-8dc8-4212-9f3e-f6ab5dc313ff","submitted_via_web",2023-06-30 10:58:57,"ihillman",NA,NA,NA,NA,NA,"39982758-2939-4a8e-bfd5-7d04741fb391","uuid:39982758-2939-4a8e-bfd5-7d04741fb391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2. 10","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","10","Y0",2023-06-28,"0","0",NA,"11:25:00.000+01:00","11:33:00.000+01:00","Yes",NA,NA,"2,5 sur 3m","Coordonnées géographiques","1687947491301.jpg","1687947542000.jpg","1687947562389.jpg","1687947617712.jpg",NA,NA,NA,NA,NA,630,249461083,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:5fba9727-fc72-4a19-b3af-55bcfde54046","axhiGJQ8JzwkTYcgDTroJu","5fba9727-fc72-4a19-b3af-55bcfde54046","submitted_via_web",2023-06-30 10:59:46,"ihillman",NA,NA,NA,NA,NA,"ff4ff7a5-7c3d-4b35-a6fd-f2180b98a2d6","uuid:ff4ff7a5-7c3d-4b35-a6fd-f2180b98a2d6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9.7","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","7","Y0",2023-06-26,"0","0",NA,"12:50:00.000+01:00","13:05:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687780474844.jpg","1687780338867.jpg","1687780357354.jpg","1687780443031.jpg",NA,NA,NA,NA,NA,631,249625141,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a2ada7e2-c64a-42ed-a7dc-dd7e1bc4c40f","axhiGJQ8JzwkTYcgDTroJu","a2ada7e2-c64a-42ed-a7dc-dd7e1bc4c40f","submitted_via_web",2023-07-01 06:28:02,"ihillman",NA,NA,NA,NA,NA,"9ba9f5ff-ef66-4a8b-8282-1c27561bf241","uuid:9ba9f5ff-ef66-4a8b-8282-1c27561bf241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9.8","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8","Y0",2023-06-26,"0","0",NA,"13:07:00.000+01:00","13:20:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687781502589.jpg","1687781344770.jpg","1687781378134.jpg","1687781465740.jpg",NA,NA,NA,NA,NA,632,249625215,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:ea0cda6d-7c72-484e-a1d1-5b2df1b7b497","axhiGJQ8JzwkTYcgDTroJu","ea0cda6d-7c72-484e-a1d1-5b2df1b7b497","submitted_via_web",2023-07-01 06:29:09,"ihillman",NA,NA,NA,NA,NA,"4ec5f476-76c8-4918-a37a-dff50406bab7","uuid:4ec5f476-76c8-4918-a37a-dff50406bab7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9.9","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-06-26,"0","0",NA,"13:15:00.000+01:00","13:29:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687781999489.jpg","1687781851437.jpg","1687781883278.jpg","1687781951525.jpg",NA,NA,NA,NA,NA,633,249625292,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:408d93be-0d9f-4bca-b967-779e4479fe14","axhiGJQ8JzwkTYcgDTroJu","408d93be-0d9f-4bca-b967-779e4479fe14","submitted_via_web",2023-07-01 06:30:19,"ihillman",NA,NA,NA,NA,NA,"45343251-7c3c-4779-89d8-2ff1bb6caf32","uuid:45343251-7c3c-4779-89d8-2ff1bb6caf32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9.10","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","10","Y0",2023-06-26,"0","0",NA,"13:25:00.000+01:00","13:34:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687782577342.jpg","1687782418226.jpg","1687782442650.jpg","1687782528559.jpg",NA,NA,NA,NA,NA,634,249625431,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:e2173299-bc0c-41c7-bdf6-c7b49d4e3cdf","axhiGJQ8JzwkTYcgDTroJu","e2173299-bc0c-41c7-bdf6-c7b49d4e3cdf","submitted_via_web",2023-07-01 06:31:23,"ihillman",NA,NA,NA,NA,NA,"812076d1-c69a-4940-98ac-82be017112be","uuid:812076d1-c69a-4940-98ac-82be017112be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3.8","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","8","Y0",2023-06-26,"0","0",NA,"14:08:00.000+01:00","14:20:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687785028252.jpg","1687785136449.jpg","1687785159849.jpg","1687785250411.jpg",NA,NA,NA,NA,NA,635,249625504,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:84eb56ec-3761-4a2e-bb00-0afd357c3760","axhiGJQ8JzwkTYcgDTroJu","84eb56ec-3761-4a2e-bb00-0afd357c3760","submitted_via_web",2023-07-01 06:32:29,"ihillman",NA,NA,NA,NA,NA,"76a9cda4-dc02-4343-ab3f-de1a663e0285","uuid:76a9cda4-dc02-4343-ab3f-de1a663e0285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3.9","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","9","Y0",2023-06-26,"0","0",NA,"14:21:00.000+01:00","14:35:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687785797136.jpg","1687785894121.jpg","1687785917906.jpg","1687786014754.jpg",NA,NA,NA,NA,NA,636,249625556,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:5eb14436-9a3f-46cc-97a4-98e9bee82963","axhiGJQ8JzwkTYcgDTroJu","5eb14436-9a3f-46cc-97a4-98e9bee82963","submitted_via_web",2023-07-01 06:33:15,"ihillman",NA,NA,NA,NA,NA,"6646b5f9-668d-4836-bcbf-ab76d70841bf","uuid:6646b5f9-668d-4836-bcbf-ab76d70841bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3.10","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","10","Y0",2023-06-26,"0","0",NA,"14:32:00.000+01:00","14:45:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687786611220.jpg","1687786453250.jpg","1687786481320.jpg","1687786578448.jpg",NA,NA,NA,NA,NA,637,249625662,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:631d170d-932d-4a85-841b-961e7cf8ef66","axhiGJQ8JzwkTYcgDTroJu","631d170d-932d-4a85-841b-961e7cf8ef66","submitted_via_web",2023-07-01 06:34:15,"ihillman",NA,NA,NA,NA,NA,"01c36dd3-1f4f-4803-a9a3-b2ce9cf6fd64","uuid:01c36dd3-1f4f-4803-a9a3-b2ce9cf6fd64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.6","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6.6","Y0",2023-06-27,"0","0",NA,"08:44:00.000+01:00","09:00:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687852235243.jpg","1687852093046.jpg","1687852127963.jpg","1687852199899.jpg",NA,NA,NA,NA,NA,638,249625768,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:faff5d21-48db-4582-a61f-a2b724eaec8b","axhiGJQ8JzwkTYcgDTroJu","faff5d21-48db-4582-a61f-a2b724eaec8b","submitted_via_web",2023-07-01 06:35:35,"ihillman",NA,NA,NA,NA,NA,"3bb41dd9-1058-4af7-beff-14c745d381c9","uuid:3bb41dd9-1058-4af7-beff-14c745d381c9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.7","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6.7","Y0",2023-06-27,"0","0",NA,"08:57:00.000+01:00","09:13:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687852932475.jpg","1687852781384.jpg","1687852806758.jpg","1687852905458.jpg",NA,NA,NA,NA,NA,639,249625812,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:cc547922-b9bb-43c0-869c-f1e1b25d4df1","axhiGJQ8JzwkTYcgDTroJu","cc547922-b9bb-43c0-869c-f1e1b25d4df1","submitted_via_web",2023-07-01 06:36:14,"ihillman",NA,NA,NA,NA,NA,"e290f257-799f-49e9-ad6e-91d296a92ba9","uuid:e290f257-799f-49e9-ad6e-91d296a92ba9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.8","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6.8","Y0",2023-06-27,"0","0",NA,"09:14:00.000+01:00","09:28:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1688184954742.jpg","1688184979721.jpg","1688185000112.jpg","1688185014845.jpg",NA,NA,NA,NA,NA,640,249625877,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:4ed40d81-1e9e-493d-a595-95263a3565c6","axhiGJQ8JzwkTYcgDTroJu","4ed40d81-1e9e-493d-a595-95263a3565c6","submitted_via_web",2023-07-01 06:37:03,"ihillman",NA,NA,NA,NA,NA,"8a42c5fa-a626-4fca-94f5-1ff56a92cbae","uuid:8a42c5fa-a626-4fca-94f5-1ff56a92cbae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.9","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6.9","Y0",2023-06-27,"0","0",NA,"09:24:00.000+01:00","09:40:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1688185310163.jpg","1688185335684.jpg","1688185356180.jpg","1688185372030.jpg",NA,NA,NA,NA,NA,641,249626000,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:21824753-0011-4583-889d-34dc7ad2a5b2","axhiGJQ8JzwkTYcgDTroJu","21824753-0011-4583-889d-34dc7ad2a5b2","submitted_via_web",2023-07-01 06:37:52,"ihillman",NA,NA,NA,NA,NA,"741cdeb1-96f7-4ee0-b72e-b1242f04d396","uuid:741cdeb1-96f7-4ee0-b72e-b1242f04d396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6.10","96","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","6.10","Y0",2023-06-27,"0","0",NA,"09:33:00.000+01:00","09:45:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1688185733534.jpg","1688185746337.jpg","1688185763195.jpg","1688185774187.jpg",NA,NA,NA,NA,NA,642,249626161,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:051cc234-e35f-4bed-8fb0-a151ffb16d14","axhiGJQ8JzwkTYcgDTroJu","051cc234-e35f-4bed-8fb0-a151ffb16d14","submitted_via_web",2023-07-01 06:39:21,"ihillman",NA,NA,NA,NA,NA,"fa7d4097-f389-4b55-bc0e-2ed4f58a359e","uuid:fa7d4097-f389-4b55-bc0e-2ed4f58a359e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.1","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.1","Y0",2023-06-28,"0","0",NA,"09:13:00.000+01:00","09:30:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687940117509.jpg","1687940204879.jpg","1687940238186.jpg","1687940300861.jpg",NA,NA,NA,NA,NA,643,249626379,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:6f832581-d5a1-47c9-8d31-e4f473d719d7","axhiGJQ8JzwkTYcgDTroJu","6f832581-d5a1-47c9-8d31-e4f473d719d7","submitted_via_web",2023-07-01 06:40:34,"ihillman",NA,NA,NA,NA,NA,"cd78697d-38bd-44af-a61b-37974f0ba16a","uuid:cd78697d-38bd-44af-a61b-37974f0ba16a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.2","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.2","Y0",2023-06-28,"0","0",NA,"09:23:00.000+01:00","09:33:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687940894078.jpg","1687940737645.jpg","1687940783747.jpg","1687940866743.jpg",NA,NA,NA,NA,NA,644,249626442,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:c99852ae-cebc-4b82-a011-1cae4845ac51","axhiGJQ8JzwkTYcgDTroJu","c99852ae-cebc-4b82-a011-1cae4845ac51","submitted_via_web",2023-07-01 06:41:21,"ihillman",NA,NA,NA,NA,NA,"8638d654-4e95-47b2-85bf-9b52794ca376","uuid:8638d654-4e95-47b2-85bf-9b52794ca376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.3","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.3","Y0",2023-06-28,"0","0",NA,"09:31:00.000+01:00","09:40:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687941147990.jpg","1687941212502.jpg","1687941240482.jpg","1687941297172.jpg",NA,NA,NA,NA,NA,645,249626617,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:7c80cd0d-40da-4fb2-9b29-6965c3fa55eb","axhiGJQ8JzwkTYcgDTroJu","7c80cd0d-40da-4fb2-9b29-6965c3fa55eb","submitted_via_web",2023-07-01 06:42:23,"ihillman",NA,NA,NA,NA,NA,"54f0d51d-dde3-4aa2-a55b-7fdee6f13602","uuid:54f0d51d-dde3-4aa2-a55b-7fdee6f13602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.4","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.4","Y0",2023-06-28,"0","0",NA,"09:40:00.000+01:00","09:50:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687941880118.jpg","1687941745809.jpg","1687941762347.jpg","1687941846056.jpg",NA,NA,NA,NA,NA,646,249626776,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a021fcdd-fe2a-42c3-b051-88d5d0cb9f93","axhiGJQ8JzwkTYcgDTroJu","a021fcdd-fe2a-42c3-b051-88d5d0cb9f93","submitted_via_web",2023-07-01 06:43:32,"ihillman",NA,NA,NA,NA,NA,"fed969cf-2a2e-4dce-be0d-19c467c426fa","uuid:fed969cf-2a2e-4dce-be0d-19c467c426fa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.5","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.5","Y0",2023-06-28,"0","0",NA,"09:47:00.000+01:00","09:57:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687942107664.jpg","1687942231296.jpg","1687942252922.jpg","1687942152352.jpg",NA,NA,NA,NA,NA,647,249627025,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:78fb7175-b3d2-41ac-9a09-c498c38160c6","axhiGJQ8JzwkTYcgDTroJu","78fb7175-b3d2-41ac-9a09-c498c38160c6","submitted_via_web",2023-07-01 06:45:02,"ihillman",NA,NA,NA,NA,NA,"54e83668-b116-4bfc-a5e0-c292a52089bc","uuid:54e83668-b116-4bfc-a5e0-c292a52089bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.6","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.6","Y0",2023-06-28,"0","0",NA,"09:53:00.000+01:00","10:03:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687942508157.jpg","1687942628502.jpg","1687942650240.jpg","1687942549994.jpg",NA,NA,NA,NA,NA,648,249627144,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:4c66c45f-42f1-44fe-b6f5-39f02f3955eb","axhiGJQ8JzwkTYcgDTroJu","4c66c45f-42f1-44fe-b6f5-39f02f3955eb","submitted_via_web",2023-07-01 06:46:17,"ihillman",NA,NA,NA,NA,NA,"36ba16f6-1459-41d0-b44d-0bf5da6b0da8","uuid:36ba16f6-1459-41d0-b44d-0bf5da6b0da8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.7","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.7","Y0",2023-06-28,"0","0",NA,"10:02:00.000+01:00","10:12:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687942967169.jpg","1687943100599.jpg","1687943137430.jpg","1687943019904.jpg",NA,NA,NA,NA,NA,649,249627279,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:31fbd38d-609d-4c7f-ae3d-cd50736123bf","axhiGJQ8JzwkTYcgDTroJu","31fbd38d-609d-4c7f-ae3d-cd50736123bf","submitted_via_web",2023-07-01 06:47:31,"ihillman",NA,NA,NA,NA,NA,"69c72855-1f39-4689-80ea-f4f7240859bd","uuid:69c72855-1f39-4689-80ea-f4f7240859bd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.9","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.9","Y0",2023-06-28,"0","0",NA,"10:18:00.000+01:00","10:28:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687943951499.jpg","1687944089286.jpg","1687944109506.jpg","1687944009489.jpg",NA,NA,NA,NA,NA,650,249627483,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:a29431db-eeee-40d8-a15b-e953ef9cc164","axhiGJQ8JzwkTYcgDTroJu","a29431db-eeee-40d8-a15b-e953ef9cc164","submitted_via_web",2023-07-01 06:49:04,"ihillman",NA,NA,NA,NA,NA,"58006afe-198d-466d-99eb-38d39cc8a5d6","uuid:58006afe-198d-466d-99eb-38d39cc8a5d6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.4.10","95","Restoration","Restoration","DRC","Faja Lobi","Permanent","30x30","4.10","Y0",2023-06-28,"0","0",NA,"10:24:00.000+01:00","10:32:00.000+01:00","Yes",NA,NA,"2.5×3","Nord-sud","1687944351677.jpg","1687944531956.jpg","1687944558712.jpg","1687944393182.jpg",NA,NA,NA,NA,NA,651,249627587,"5fd2c309dc8446ada30a1db9fd875804","v95AiRRYkFDitUXNGrEx4k","uuid:621d9459-0c75-4c49-9fee-eebe3ad3b8af","axhiGJQ8JzwkTYcgDTroJu","621d9459-0c75-4c49-9fee-eebe3ad3b8af","submitted_via_web",2023-07-01 06:50:05,"ihillman",NA,NA,NA,NA,NA,"2754911c-2d38-4e00-89e2-b8fd984465f2","uuid:2754911c-2d38-4e00-89e2-b8fd984465f2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
