"project_id","project_name","project_country","organization_name","site_id","site_name","site_description","site_history","planting_pattern","soil_condition","restoration_methods","submission_date_of_report","due_date","trees_planted_goal","hecatres_restored_goal","target_survival_rate_of_planted_trees","target_crown_cover_by_year_5","target_survival_rate_of_direct_seeding","expected_total_trees_per_hectares_for_natural_regen","expected_hectares_for_natural_regen","species_to_be_planted","report_author","techncial_narrative","workdays_generated_paid","workdays_generated_unpaid","number_of_planted","seed_species","number_of_seeds_planted_by_weight_and_seed_mix","photos","additional_documents","row_id","seed_species_names","seed_species_count","original_seed_names","new_seed_name"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Dodonaea viscosa","450","Dodonaea viscosa subspecies spatulata","Dodonaea viscosa"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus amplifolia","414","Eucalyptus amplifolia","Eucalyptus amplifolia"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus blakelyi","207","Eucalyptus blakelyi","Eucalyptus blakelyi"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus bridgesiana","207","Eucalyptus bridgesiana","Eucalyptus bridgesiana"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus cinerea","414","Eucalyptus cinerea","Eucalyptus cinerea"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus dives","207","Eucalyptus dives","Eucalyptus dives"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus eugenioides","103","Eucalyptus eugenoides",NA
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus globoidea","103","Eucalyptus globoidea","Eucalyptus globoidea"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus macrorhyncha","207","Eucalyptus macrorhyncha","Eucalyptus macrorhyncha"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus mannifera","103","Eucalyptus mannifera","Eucalyptus mannifera"
5,"Greening Australia PPC Project","AU","Greening Australia",551,"Greening Australia - Arthursleigh Treelines and River Paddock","Cleared farmland northeast of Goulburn, NSW","Farmland, grazed by cattle and sheep. Predominantly cleared property, with some extensive stands of native remnant vegetation. Large areas of remnant vegetation in surrounding area. Wollondilly River flows through property.","Greening Australia - Arthursleigh 22 River Paddock: Bands of ~15m strips of native vegetation across the contour, interspaced with broad areas of pasture for grazing. Each band is a series of four (4) near parallel direct seeding lines sown with native seed approximate five (5) metres apart,
following the contours. In addition, potted seedlings were planted every 7m. Each band will be separated by approximately 40 to 50 metres of pasture. 

Greening Australia - Arthursleigh Treelines 22: 2 rows of potted seedlings planted at 4-metre intervals. 3 lines of direct seeding established between these rows of potted seedlings.","poor","Seed Dispersal / Direct Seeding|Plantations","2022-12-08 01:32:40","2022-12-02 00:00:00",NA,0,90,20,100,NA,0,"","Ian Rayner","Planting and direct seeding was completed during Nov 2022 ",17,0,7000,"900:Acacia buxifolia|450:Acacia dealbata|1350:Acacia decurrens|900:Acacia falciformis|450:Acacia mearnsii|900:Acacia melanoxylon|900:Acacia obtusifolia|900:Acacia parramattensis|900:Acacia terminalis|450:Daviesia mimosoides|450:Dodonaea viscosa subspecies angustissima|450:Dodonaea viscosa subspecies spatulata|414:Eucalyptus amplifolia|207:Eucalyptus blakelyi|207:Eucalyptus bridgesiana|414:Eucalyptus cinerea|207:Eucalyptus dives|103:Eucalyptus eugenoides|103:Eucalyptus globoidea|207:Eucalyptus macrorhyncha|103:Eucalyptus mannifera|207:Eucalyptus melliodora|414:Eucalyptus pauciflora|103:Eucalyptus punctata|311:Eucalyptus tereticornis|450:Acacia buxifolia|225:Acacia dealbata|675:Acacia decurrens|450:Acacia falciformis|225:Acacia mearnsii|450:Acacia melanoxylon|450:Acacia obtusifolia|450:Acacia parramattensis|450:Acacia terminalis|225:Daviesia mimosoides|225:Dodonaea viscosa subspecies angustissima|225:Dodonaea viscosa subspecies spatulata|207:Eucalyptus amplifolia|103:Eucalyptus bridgesiana|103:Eucalyptus blakelyi|207:Eucalyptus cinerea|103:Eucalyptus dives|52:Eucalyptus eugenoides|52:Eucalyptus globoidea|103:Eucalyptus macrorhyncha|52:Eucalyptus mannifera|103:Eucalyptus mellidora|207:Eucalyptus pauciflora|52:Eucalyptus punctata|156:Eucalyptus tereticornis|0:a",18000,"","",420,"Eucalyptus melliodora","207","Eucalyptus melliodora","Eucalyptus melliodora"
